,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,AACountyPop,ndate,AADailyCases,AA7Day,AADaily100K,AA100k7D,BaltCountyDailyCases,BaltimoreCounty7Day,BaltimoreCountyDaily100K,BaltimoreCounty100k7D,BaltimoreCityDC,BaltCity7Day,BaltCityDaily100k,BaltimoreCity100k7D,HowardDC,Howard7Day,HowardCountyDaily100K,HowardCounty100k7D,CalvertDC,Calvert7Day,CalvertDaily100k,Calvert100k7D,PGDC,PG7Day,PGDaily100k,PG100k7D,HarfordDC,Hardford7Day,Harford100kDaily,Hardford100k7D,MontgomeryDC,Montgomery7Day,Montgomery100kDaily,Montgomery100k7D
453,454,2021/06/11 14:00:00+00,7027.0,43877,65798,52996,4230.0,2348.0,9507,6315.0,10916,2844.0,19803.0,2041.0,16609,19275.0,1350.0,71033,85295,3002.0,2616.0,6039.0,2169.0,14632.0,7703.0,3672.0,0.0,,2021-06-11 14:00:00+00:00,10.0,9.0,1.7444974190160685,1.5700476771144616,10.0,14.571428571428571,1.1806375442739079,1.7203575645134086,15.0,13.428571428571429,2.4339111979386394,2.178930024821258,6.0,6.142857142857143,1.7808328955452466,1.8232336787725143,3.0,1.2857142857142858,3.17104623385409,1.3590198145088956,31.0,23.142857142857142,3.383754920088807,2.526121184582427,3.0,3.4285714285714284,1.174439498749222,1.3422165699991109,9.0,10.714285714285714,0.8565815922519339,1.0197399907761118
454,455,2021/06/12 14:00:00+00,7030.0,43885,65793,53012,4230.0,2349.0,9508,6317.0,10925,2844.0,19804.0,2040.0,16612,19278.0,1350.0,71044,85322,3003.0,2616.0,6038.0,2171.0,14634.0,7705.0,3673.0,0.0,,2021-06-12 14:00:00+00:00,8.0,8.571428571428571,1.3955979352128547,1.4952835020137731,-5.0,12.0,-0.5903187721369539,1.4167650531286895,16.0,12.428571428571429,2.596171944467882,2.0166692782920155,3.0,5.285714285714286,0.8904164477726233,1.5688289794089076,0.0,1.1428571428571428,0.0,1.208017612896796,27.0,23.714285714285715,2.9471413820128323,2.58849454716471,3.0,3.142857142857143,1.174439498749222,1.2303651891658516,11.0,10.428571428571429,1.046933057196808,0.9925469243554155
455,456,2021/06/13 14:00:00+00,7035.0,43888,65804,53025,4231.0,2349.0,9509,6318.0,10929,2844.0,19808.0,2040.0,16617,19281.0,1351.0,71052,85334,3004.0,2616.0,6039.0,2174.0,14633.0,7708.0,3676.0,0.0,,2021-06-13 14:00:00+00:00,3.0,8.0,0.5233492257048206,1.3955979352128547,11.0,11.142857142857142,1.2987012987012987,1.315567549333783,13.0,12.142857142857142,2.1093897048801544,1.9703090649979462,3.0,5.0,0.8904164477726233,1.4840274129543722,1.0,1.2857142857142858,1.0570154112846966,1.3590198145088956,12.0,21.285714285714285,1.3098406142279255,2.3234077561900106,5.0,3.4285714285714284,1.9573991645820368,1.3422165699991109,8.0,10.571428571428571,0.7614058597794968,1.0061434575657635
456,457,2021/06/14 14:00:00+00,7036.0,43891,65813,53029,4233.0,2349.0,9511,6318.0,10933,2845.0,19812.0,2041.0,16618,19283.0,1351.0,71059,85346,3004.0,2616.0,6039.0,2177.0,14634.0,7709.0,3678.0,0.0,,2021-06-14 14:00:00+00:00,3.0,7.142857142857143,0.5233492257048206,1.2460695850114776,9.0,11.142857142857142,1.062573789846517,1.315567549333783,4.0,11.0,0.6490429861169705,1.784868211821669,2.0,4.714285714285714,0.5936109651817488,1.3992258464998366,2.0,1.1428571428571428,2.114030822569393,1.208017612896796,12.0,20.285714285714285,1.3098406142279255,2.214254371671017,1.0,3.0,0.3914798329164073,1.1744394987492222,7.0,10.571428571428571,0.6662301273070598,1.0061434575657637
457,458,2021/06/15 14:00:00+00,7037.0,43898,65830,53032,4234.0,2349.0,9512,6318.0,10936,2846.0,19814.0,2041.0,16618,19287.0,1351.0,71065,85362,3004.0,2618.0,6039.0,2177.0,14636.0,7709.0,3679.0,0.0,,2021-06-15 14:00:00+00:00,7.0,7.142857142857143,1.221148193311248,1.2460695850114776,17.0,11.0,2.0070838252656436,1.298701298701299,3.0,11.0,0.4867822395877279,1.784868211821669,4.0,4.857142857142857,1.1872219303634977,1.441626629727104,1.0,1.2857142857142858,1.0570154112846966,1.3590198145088956,16.0,20.571428571428573,1.7464541523039003,2.245441052962158,0.0,2.7142857142857144,0.0,1.0625881179159629,6.0,10.0,0.5710543948346227,0.9517573247243709
458,459,2021/06/16 14:00:00+00,7039.0,43903,65844,53043,4234.0,2350.0,9517,6319.0,10938,2846.0,19816.0,2043.0,16620,19287.0,1351.0,71071,85375,3004.0,2618.0,6044.0,2179.0,14639.0,7711.0,3679.0,0.0,,2021-06-16 14:00:00+00:00,5.0,5.857142857142857,0.8722487095080342,1.0217770597094116,14.0,10.428571428571429,1.6528925619834711,1.231236296171361,11.0,10.857142857142858,1.784868211821669,1.7616881051746343,0.0,4.0,0.0,1.1872219303634977,0.0,1.0,0.0,1.0570154112846966,13.0,19.428571428571427,1.4189939987469191,2.1206943277975934,2.0,2.5714285714285716,0.7829596658328146,1.006662427499333,6.0,8.714285714285714,0.5710543948346227,0.8293885258312377
459,460,2021/06/17 14:00:00+00,7043.0,43910,65853,53048,4234.0,2350.0,9519,6322.0,10940,2847.0,19820.0,2043.0,16626,19288.0,1351.0,71081,85387,3003.0,2618.0,6048.0,2180.0,14644.0,7711.0,3683.0,0.0,,2021-06-17 14:00:00+00:00,7.0,6.142857142857143,1.221148193311248,1.0716198431098707,9.0,9.285714285714286,1.062573789846517,1.0963062911114858,5.0,9.571428571428571,0.8113037326462132,1.5530671453513225,1.0,2.7142857142857144,0.2968054825908744,0.8056148813180878,0.0,1.0,0.0,1.0570154112846966,12.0,17.571428571428573,1.3098406142279255,1.9179808994051764,6.0,2.857142857142857,2.348878997498444,1.1185138083325923,10.0,8.142857142857142,0.9517573247243711,0.7750023929898451
460,461,2021/06/18 14:00:00+00,7044.0,43917,65860,53065,4237.0,2350.0,9519,6323.0,10946,2847.0,19822.0,2044.0,16626,19295.0,1351.0,71089,85403,3004.0,2619.0,6048.0,2180.0,14647.0,7713.0,3686.0,0.0,,2021-06-18 14:00:00+00:00,7.0,5.714285714285714,1.221148193311248,0.996855668009182,7.0,8.857142857142858,0.8264462809917356,1.0457075392140327,17.0,9.857142857142858,2.758432690997125,1.5994273586453915,7.0,2.857142857142857,2.077638378136121,0.8480156645453556,3.0,1.0,3.17104623385409,1.0570154112846966,16.0,15.428571428571429,1.7464541523039003,1.6840807897216183,0.0,2.4285714285714284,0.0,0.9507367370827036,8.0,8.0,0.7614058597794968,0.7614058597794969
461,462,2021/06/19 14:00:00+00,7044.0,43924,65872,53074,4237.0,2350.0,9520,6325.0,10951,2847.0,19822.0,2044.0,16630,19297.0,1351.0,71097,85411,3004.0,2620.0,6048.0,2180.0,14648.0,7715.0,3686.0,0.0,,2021-06-19 14:00:00+00:00,7.0,5.571428571428571,1.221148193311248,0.9719342763089525,12.0,11.285714285714286,1.4167650531286895,1.3324337999662674,9.0,8.857142857142858,1.4603467187631836,1.437166612116149,2.0,2.7142857142857144,0.5936109651817488,0.8056148813180878,0.0,1.0,0.0,1.0570154112846966,8.0,12.714285714285714,0.8732270761519502,1.3878073174557781,4.0,2.5714285714285716,1.5659193316656292,1.006662427499333,8.0,7.571428571428571,0.7614058597794968,0.7206162601484525
462,463,2021/06/20 14:00:00+00,7044.0,43927,65880,53085,4237.0,2350.0,9520,6325.0,10953,2847.0,19823.0,2044.0,16631,19299.0,1351.0,71105,85414,3005.0,2620.0,6049.0,2180.0,14648.0,7716.0,3686.0,0.0,,2021-06-20 14:00:00+00:00,3.0,5.571428571428571,0.5233492257048206,0.9719342763089525,8.0,10.857142857142858,0.9445100354191264,1.2818350480688143,11.0,8.571428571428571,1.784868211821669,1.3908063988220796,2.0,2.5714285714285716,0.5936109651817488,0.7632140980908201,0.0,0.8571428571428571,0.0,0.9060132096725971,3.0,11.428571428571429,0.3274601535569814,1.2474672516456433,1.0,2.0,0.3914798329164073,0.7829596658328146,8.0,7.571428571428571,0.7614058597794968,0.7206162601484525
463,464,2021/06/21 14:00:00+00,7044.0,43930,65884,53091,4237.0,2350.0,9522,6325.0,10953,2847.0,19823.0,2044.0,16631,19302.0,1353.0,71110,85420,3005.0,2620.0,6050.0,2181.0,14650.0,7719.0,3688.0,0.0,,2021-06-21 14:00:00+00:00,3.0,5.571428571428571,0.5233492257048206,0.9719342763089525,4.0,10.142857142857142,0.4722550177095632,1.1975037949063922,6.0,8.857142857142858,0.9735644791754559,1.437166612116149,3.0,2.7142857142857144,0.8904164477726233,0.8056148813180878,0.0,0.5714285714285714,0.0,0.604008806448398,6.0,10.571428571428571,0.6549203071139628,1.15390720777222,0.0,1.8571428571428572,0.0,0.7270339754161851,5.0,7.285714285714286,0.47587866236218557,0.693423193727756
464,465,2021/06/22 14:00:00+00,7044.0,43934,65888,53098,4238.0,2350.0,9523,6328.0,10955,2847.0,19826.0,2044.0,16632,19305.0,1353.0,71113,85430,3006.0,2621.0,6051.0,2182.0,14652.0,7720.0,3688.0,0.0,,2021-06-22 14:00:00+00:00,4.0,5.142857142857143,0.6977989676064273,0.8971701012082639,4.0,8.285714285714286,0.4722550177095632,0.9782425366840951,7.0,9.428571428571429,1.1358252257046983,1.5298870387042878,3.0,2.5714285714285716,0.8904164477726233,0.7632140980908199,1.0,0.5714285714285714,1.0570154112846966,0.604008806448398,10.0,9.714285714285714,1.091533845189938,1.0603471638987967,1.0,2.0,0.3914798329164073,0.7829596658328146,3.0,6.857142857142857,0.28552719741731136,0.6526335940967117
465,466,2021/06/23 14:00:00+00,7050.0,43940,65902,53097,4240.0,2350.0,9524,6330.0,10957,2847.0,19828.0,2044.0,16635,19307.0,1353.0,71119,85437,3006.0,2622.0,6053.0,2182.0,14653.0,7720.0,3691.0,0.0,,2021-06-23 14:00:00+00:00,6.0,5.285714285714286,1.0466984514096411,0.9220914929084935,14.0,8.285714285714286,1.6528925619834711,0.9782425366840951,-1.0,7.714285714285714,-0.16226074652924263,1.2517257589398718,2.0,2.857142857142857,0.5936109651817488,0.8480156645453555,2.0,0.8571428571428571,2.114030822569393,0.906013209672597,7.0,8.857142857142858,0.7640736916329565,0.9667871200253736,3.0,2.142857142857143,1.174439498749222,0.8388853562494444,6.0,6.857142857142857,0.5710543948346227,0.6526335940967117
466,467,2021/06/24 14:00:00+00,7052.0,43950,65920,53104,4240.0,2350.0,9525,6332.0,10958,2850.0,19829.0,2044.0,16636,19312.0,1353.0,71121,85446,3006.0,2622.0,6053.0,2183.0,14655.0,7720.0,3692.0,0.0,,2021-06-24 14:00:00+00:00,10.0,5.714285714285714,1.7444974190160685,0.996855668009182,18.0,9.571428571428571,2.125147579693034,1.1300387923764548,7.0,8.0,1.1358252257046983,1.298085972233941,5.0,3.4285714285714284,1.484027412954372,1.0176187974544264,0.0,0.8571428571428571,0.0,0.906013209672597,9.0,8.428571428571429,0.9823804606709441,0.9200070980886619,1.0,1.4285714285714286,0.3914798329164073,0.5592569041662961,2.0,5.714285714285714,0.1903514649448742,0.5438613284139263
467,468,2021/06/25 14:00:00+00,7053.0,43956,65928,53109,4239.0,2350.0,9526,6332.0,10959,2850.0,19830.0,2044.0,16638,19314.0,1354.0,71134,85461,3007.0,2623.0,6056.0,2183.0,14656.0,7722.0,3693.0,0.0,,2021-06-25 14:00:00+00:00,6.0,5.571428571428571,1.0466984514096411,0.9719342763089526,8.0,9.714285714285714,0.9445100354191264,1.1469050430089391,5.0,6.285714285714286,0.8113037326462132,1.019924692469525,2.0,2.7142857142857144,0.5936109651817488,0.8056148813180876,-1.0,0.2857142857142857,-1.0570154112846966,0.30200440322419897,15.0,8.285714285714286,1.6373007677849065,0.9044137574430914,2.0,1.7142857142857142,0.7829596658328146,0.6711082849995554,13.0,6.428571428571429,1.2372845221416824,0.6118439944656672
468,469,2021/06/26 14:00:00+00,7053.0,43958,65927,53124,4239.0,2351.0,9526,6334.0,10959,2850.0,19830.0,2044.0,16646,19317.0,1354.0,71141,85477,3009.0,2623.0,6056.0,2184.0,14657.0,7725.0,3694.0,0.0,,2021-06-26 14:00:00+00:00,2.0,4.857142857142857,0.3488994838032137,0.8473273178078048,-1.0,7.857142857142857,-0.1180637544273908,0.9276437847866419,15.0,7.142857142857143,2.4339111979386394,1.159005332351733,3.0,2.857142857142857,0.8904164477726233,0.8480156645453555,0.0,0.2857142857142857,0.0,0.30200440322419897,16.0,9.428571428571429,1.7464541523039003,1.0291604826076557,8.0,2.2857142857142856,3.1318386633312585,0.8948110466660738,7.0,6.285714285714286,0.6662301273070598,0.598247461255319
469,470,2021/06/27 14:00:00+00,7054.0,43963,65935,53128,4239.0,2351.0,9527,6336.0,10962,2850.0,19831.0,2044.0,16647,19322.0,1355.0,71153,85495,3009.0,2624.0,6057.0,2184.0,14658.0,7725.0,3695.0,0.0,,2021-06-27 14:00:00+00:00,5.0,5.142857142857143,0.8722487095080342,0.8971701012082638,8.0,7.857142857142857,0.9445100354191264,0.9276437847866419,4.0,6.142857142857143,0.6490429861169705,0.9967445858224905,5.0,3.2857142857142856,1.484027412954372,0.9752180142271588,0.0,0.2857142857142857,0.0,0.30200440322419897,18.0,11.571428571428571,1.9647609213418882,1.263060592291214,1.0,2.2857142857142856,0.3914798329164073,0.8948110466660738,12.0,6.857142857142857,1.1421087896692454,0.6526335940967117
470,471,2021/06/28 14:00:00+00,7054.0,43966,65939,53132,4239.0,2352.0,9527,6336.0,10962,2850.0,19832.0,2044.0,16648,19322.0,1355.0,71162,85504,3010.0,2624.0,6059.0,2184.0,14658.0,7725.0,3697.0,0.0,,2021-06-28 14:00:00+00:00,3.0,5.142857142857143,0.5233492257048206,0.8971701012082638,4.0,7.857142857142857,0.4722550177095632,0.9276437847866419,4.0,5.857142857142857,0.6490429861169705,0.9503843725284211,0.0,2.857142857142857,0.0,0.8480156645453556,0.0,0.2857142857142857,0.0,0.30200440322419897,9.0,12.0,0.9823804606709441,1.3098406142279253,1.0,2.4285714285714284,0.3914798329164073,0.9507367370827035,9.0,7.428571428571429,0.8565815922519339,0.7070197269381042
471,472,2021/06/29 14:00:00+00,7054.0,43967,65943,53133,4239.0,2352.0,9527,6340.0,10963,2851.0,19833.0,2044.0,16650,19324.0,1355.0,71171,85509,3010.0,2624.0,6060.0,2184.0,14660.0,7727.0,3697.0,0.0,,2021-06-29 14:00:00+00:00,1.0,4.714285714285714,0.17444974190160684,0.8224059261075751,4.0,7.857142857142857,0.4722550177095632,0.9276437847866419,1.0,5.0,0.16226074652924263,0.8113037326462132,2.0,2.7142857142857144,0.5936109651817488,0.8056148813180878,0.0,0.14285714285714285,0.0,0.15100220161209948,5.0,11.285714285714286,0.545766922594969,1.2318739110000725,2.0,2.5714285714285716,0.7829596658328146,1.006662427499333,9.0,8.285714285714286,0.8565815922519339,0.7885989262001931
472,473,2021/06/30 14:00:00+00,7056.0,43974,65948,53141,4239.0,2352.0,9527,6342.0,10966,2851.0,19834.0,2044.0,16655,19325.0,1358.0,71180,85518,3010.0,2625.0,6060.0,2184.0,14662.0,7731.0,3697.0,0.0,,2021-06-30 14:00:00+00:00,7.0,4.857142857142857,1.221148193311248,0.8473273178078048,5.0,6.571428571428571,0.5903187721369539,0.7758475290942825,8.0,6.285714285714286,1.298085972233941,1.019924692469525,1.0,2.5714285714285716,0.2968054825908744,0.7632140980908199,0.0,-0.14285714285714285,0.0,-0.15100220161209954,9.0,11.571428571428571,0.9823804606709441,1.263060592291214,5.0,2.857142857142857,1.9573991645820368,1.1185138083325923,9.0,8.714285714285714,0.8565815922519339,0.8293885258312376
473,474,2021/07/01 14:00:00+00,7056.0,43978,65958,53148,4239.0,2352.0,9528,6345.0,10968,2851.0,19837.0,2044.0,16658,19332.0,1358.0,71190,85537,3010.0,2625.0,6063.0,2184.0,14665.0,7731.0,3697.0,0.0,,2021-07-01 14:00:00+00:00,4.0,4.0,0.6977989676064273,0.6977989676064275,10.0,5.428571428571429,1.1806375442739079,0.6409175240344072,7.0,6.285714285714286,1.1358252257046983,1.019924692469525,7.0,2.857142857142857,2.077638378136121,0.8480156645453555,0.0,-0.14285714285714285,0.0,-0.15100220161209954,19.0,13.0,2.0739143058608818,1.4189939987469191,3.0,3.142857142857143,1.174439498749222,1.2303651891658516,10.0,9.857142857142858,0.9517573247243711,0.938160791514023
474,475,2021/07/02 14:00:00+00,7057.0,43986,65966,53146,4240.0,2352.0,9528,6351.0,10970,2851.0,19841.0,2045.0,16661,19338.0,1361.0,71209,85556,3010.0,2625.0,6065.0,2184.0,14668.0,7732.0,3697.0,0.0,,2021-07-02 14:00:00+00:00,8.0,4.285714285714286,1.3955979352128547,0.7476417510068865,8.0,5.428571428571429,0.9445100354191264,0.6409175240344072,-2.0,5.285714285714286,-0.32452149305848527,0.8576639459402824,6.0,3.4285714285714284,1.7808328955452466,1.0176187974544266,1.0,0.14285714285714285,1.0570154112846966,0.15100220161209948,19.0,13.571428571428571,2.0739143058608818,1.4813673613292013,3.0,3.2857142857142856,1.174439498749222,1.2862908795824812,19.0,10.714285714285714,1.808338916976305,1.0197399907761118
475,476,2021/07/03 14:00:00+00,7057.0,43993,65977,53150,4239.0,2352.0,9528,6356.0,10973,2852.0,19842.0,2046.0,16665,19349.0,1361.0,71225,85577,3012.0,2626.0,6067.0,2185.0,14668.0,7735.0,3700.0,0.0,,2021-07-03 14:00:00+00:00,7.0,5.0,1.221148193311248,0.8722487095080342,11.0,7.142857142857143,1.2987012987012987,0.8433125316242199,4.0,3.7142857142857144,0.6490429861169705,0.6026827728229013,11.0,4.571428571428571,3.2648603084996184,1.3568250632725687,-1.0,0.0,-1.0570154112846966,-3.172065784643304e-17,21.0,14.285714285714286,2.2922210748988694,1.5593340645570541,4.0,2.7142857142857144,1.5659193316656292,1.0625881179159626,16.0,12.0,1.5228117195589936,1.1421087896692452
476,477,2021/07/04 14:00:00+00,7057.0,43994,65988,53156,4239.0,2352.0,9528,6359.0,10975,2853.0,19844.0,2048.0,16667,19352.0,1361.0,71233,85592,3012.0,2626.0,6067.0,2185.0,14671.0,7736.0,3701.0,0.0,,2021-07-04 14:00:00+00:00,1.0,4.428571428571429,0.17444974190160684,0.7725631427071161,11.0,7.571428571428571,1.2987012987012987,0.8939112835216732,6.0,4.0,0.9735644791754559,0.6490429861169706,3.0,4.285714285714286,0.8904164477726233,1.272023496818033,0.0,0.0,0.0,-3.172065784643304e-17,15.0,13.857142857142858,1.6373007677849065,1.5125540426203423,2.0,2.857142857142857,0.7829596658328146,1.1185138083325923,8.0,11.428571428571429,0.7614058597794968,1.0877226568278526
477,478,2021/07/05 14:00:00+00,7057.0,43998,65990,53162,4239.0,2352.0,9528,6359.0,10976,2853.0,19849.0,2048.0,16668,19352.0,1361.0,71243,85600,3012.0,2626.0,6067.0,2185.0,14671.0,7737.0,3701.0,0.0,,2021-07-05 14:00:00+00:00,4.0,4.571428571428571,0.6977989676064273,0.7974845344073457,2.0,7.285714285714286,0.2361275088547816,0.8601787822567043,6.0,4.285714285714286,0.9735644791754559,0.6954031994110398,0.0,4.285714285714286,0.0,1.272023496818033,0.0,0.0,0.0,-3.172065784643304e-17,8.0,13.714285714285714,0.8732270761519502,1.4969607019747717,1.0,2.857142857142857,0.3914798329164073,1.1185138083325923,10.0,11.571428571428571,0.9517573247243711,1.101319190038201
478,479,2021/07/06 14:00:00+00,7057.0,44005,65996,53169,4239.0,2352.0,9528,6360.0,10978,2854.0,19849.0,2048.0,16670,19352.0,1361.0,71251,85608,3013.0,2626.0,6068.0,2185.0,14671.0,7739.0,3702.0,0.0,,2021-07-06 14:00:00+00:00,7.0,5.428571428571429,1.221148193311248,0.9470128846087229,6.0,7.571428571428571,0.7083825265643447,0.893911283521673,7.0,5.142857142857143,1.1358252257046983,0.8344838392932478,0.0,4.0,0.0,1.1872219303634977,0.0,0.0,0.0,-3.172065784643304e-17,8.0,14.142857142857142,0.8732270761519502,1.5437407239114833,2.0,2.857142857142857,0.7829596658328146,1.1185138083325923,8.0,11.428571428571429,0.7614058597794968,1.0877226568278526
479,480,2021/07/07 14:00:00+00,7058.0,44009,66004,53176,4241.0,2352.0,9528,6364.0,10980,2855.0,19851.0,2049.0,16672,19351.0,1361.0,71257,85617,3013.0,2626.0,6071.0,2185.0,14671.0,7741.0,3704.0,0.0,,2021-07-07 14:00:00+00:00,4.0,5.0,0.6977989676064273,0.8722487095080342,8.0,8.0,0.9445100354191264,0.9445100354191263,7.0,5.0,1.1358252257046983,0.8113037326462132,-1.0,3.7142857142857144,-0.2968054825908744,1.1024203639089623,2.0,0.2857142857142857,2.114030822569393,0.30200440322419897,9.0,14.142857142857142,0.9823804606709441,1.5437407239114833,2.0,2.4285714285714284,0.7829596658328146,0.9507367370827035,6.0,11.0,0.5710543948346227,1.046933057196808
480,481,2021/07/08 14:00:00+00,7059.0,44022,66018,53185,4241.0,2352.0,9528,6367.0,10981,2855.0,19856.0,2049.0,16675,19360.0,1361.0,71268,85635,3013.0,2626.0,6076.0,2185.0,14673.0,7743.0,3707.0,0.0,,2021-07-08 14:00:00+00:00,13.0,6.285714285714286,2.267846644720889,1.0965412348101002,14.0,8.571428571428571,1.6528925619834711,1.011975037949064,9.0,5.285714285714286,1.4603467187631836,0.8576639459402825,9.0,4.0,2.6712493433178697,1.1872219303634977,0.0,0.2857142857142857,0.0,0.302004403224199,18.0,14.0,1.9647609213418882,1.5281473832659127,3.0,2.4285714285714284,1.174439498749222,0.9507367370827035,11.0,11.142857142857142,1.046933057196808,1.0605295904071563
481,482,2021/07/09 14:00:00+00,7062.0,44032,66030,53210,4242.0,2353.0,9531,6370.0,10984,2855.0,19860.0,2050.0,16681,19370.0,1361.0,71296,85660,3014.0,2626.0,6076.0,2186.0,14679.0,7744.0,3708.0,0.0,,2021-07-09 14:00:00+00:00,10.0,6.571428571428571,1.7444974190160685,1.1463840182105594,12.0,9.142857142857142,1.4167650531286895,1.0794400404790014,25.0,9.142857142857142,4.056518663231065,1.4835268254102183,10.0,4.571428571428571,2.968054825908744,1.3568250632725685,1.0,0.2857142857142857,1.0570154112846966,0.302004403224199,25.0,14.857142857142858,2.7288346129748446,1.6217074271393361,6.0,2.857142857142857,2.348878997498444,1.1185138083325923,28.0,12.428571428571429,2.664920509228239,1.1828983893002898
482,483,2021/07/10 14:00:00+00,7066.0,44045,66048,53217,4245.0,2353.0,9533,6371.0,10988,2855.0,19863.0,2055.0,16687,19376.0,1361.0,71311,85687,3014.0,2626.0,6078.0,2187.0,14685.0,7746.0,3710.0,0.0,,2021-07-10 14:00:00+00:00,13.0,7.428571428571429,2.267846644720889,1.2959123684119367,18.0,10.142857142857142,2.125147579693034,1.1975037949063925,7.0,9.571428571428571,1.1358252257046983,1.5530671453513223,6.0,3.857142857142857,1.7808328955452466,1.14482114713623,3.0,0.8571428571428571,3.17104623385409,0.906013209672597,27.0,15.714285714285714,2.9471413820128323,1.7152674710127596,6.0,3.142857142857143,2.348878997498444,1.2303651891658516,15.0,12.285714285714286,1.4276359870865567,1.1693018560899415
483,484,2021/07/11 14:00:00+00,7067.0,44056,66059,53228,4245.0,2354.0,9534,6374.0,10989,2856.0,19865.0,2055.0,16689,19378.0,1361.0,71321,85701,3014.0,2626.0,6082.0,2187.0,14686.0,7749.0,3710.0,0.0,,2021-07-11 14:00:00+00:00,11.0,8.857142857142858,1.9189471609176756,1.5451262854142322,11.0,10.142857142857142,1.2987012987012987,1.1975037949063922,11.0,10.285714285714286,1.784868211821669,1.6689676785864955,2.0,3.7142857142857144,0.5936109651817488,1.1024203639089623,0.0,0.8571428571428571,0.0,0.906013209672597,14.0,15.571428571428571,1.528147383265913,1.699674130367189,2.0,3.142857142857143,0.7829596658328146,1.2303651891658516,10.0,12.571428571428571,0.9517573247243711,1.1964949225106378
484,485,2021/07/12 14:00:00+00,7068.0,44065,66069,53232,4245.0,2354.0,9537,6380.0,10992,2856.0,19872.0,2055.0,16691,19380.0,1362.0,71334,85718,3014.0,2626.0,6083.0,2187.0,14686.0,7749.0,3710.0,0.0,,2021-07-12 14:00:00+00:00,9.0,9.571428571428571,1.5700476771144616,1.66973324391538,10.0,11.285714285714286,1.1806375442739079,1.3324337999662677,4.0,10.0,0.6490429861169705,1.6226074652924265,2.0,4.0,0.5936109651817488,1.1872219303634977,0.0,0.8571428571428571,0.0,0.906013209672597,17.0,16.857142857142858,1.8556075368228944,1.8400141961773238,2.0,3.2857142857142856,0.7829596658328146,1.286290879582481,13.0,13.0,1.2372845221416824,1.2372845221416824
485,486,2021/07/13 14:00:00+00,7068.0,44074,66074,53237,4247.0,2356.0,9540,6383.0,10998,2856.0,19877.0,2056.0,16694,19385.0,1362.0,71354,85760,3015.0,2627.0,6083.0,2187.0,14688.0,7749.0,3713.0,0.0,,2021-07-13 14:00:00+00:00,9.0,9.857142857142858,1.5700476771144616,1.719576027315839,5.0,11.142857142857142,0.5903187721369539,1.315567549333783,5.0,9.714285714285714,0.8113037326462132,1.5762472519983568,5.0,4.714285714285714,1.484027412954372,1.3992258464998366,2.0,1.1428571428571428,2.114030822569393,1.208017612896796,42.0,21.714285714285715,4.584442149797739,2.370187778126722,3.0,3.4285714285714284,1.174439498749222,1.3422165699991109,20.0,14.714285714285714,1.9035146494487423,1.4004429206658602
486,487,2021/07/14 14:00:00+00,7071.0,44082,66088,53242,4247.0,2357.0,9545,6388.0,11004,2857.0,19882.0,2056.0,16696,19390.0,1361.0,71369,85781,3015.0,2627.0,6088.0,2187.0,14690.0,7751.0,3713.0,0.0,,2021-07-14 14:00:00+00:00,8.0,10.428571428571429,1.3955979352128547,1.8192615941167571,14.0,12.0,1.6528925619834711,1.4167650531286893,5.0,9.428571428571429,0.8113037326462132,1.5298870387042878,5.0,5.571428571428571,1.484027412954372,1.6536305458634433,0.0,0.8571428571428571,0.0,0.9060132096725971,21.0,23.428571428571427,2.2922210748988694,2.5573078658735686,2.0,3.4285714285714284,0.7829596658328146,1.3422165699991109,15.0,16.0,1.4276359870865567,1.5228117195589939
487,488,2021/07/15 14:00:00+00,7071.0,44107,66112,53247,4247.0,2358.0,9549,6395.0,11005,2857.0,19889.0,2057.0,16699,19399.0,1361.0,71396,85836,3015.0,2627.0,6088.0,2188.0,14693.0,7754.0,3715.0,0.0,,2021-07-15 14:00:00+00:00,25.0,12.142857142857142,4.361243547540171,2.118318294519512,24.0,13.428571428571429,2.833530106257379,1.5854275594535334,5.0,8.857142857142858,0.8113037326462132,1.437166612116149,9.0,5.571428571428571,2.6712493433178697,1.653630545863443,0.0,0.8571428571428571,0.0,0.9060132096725971,55.0,28.714285714285715,6.003436148544658,3.1342614697596787,3.0,3.4285714285714284,1.174439498749222,1.3422165699991109,27.0,18.285714285714285,2.569744776755802,1.7403562509245643
488,489,2021/07/16 14:00:00+00,7072.0,44125,66127,53267,4251.0,2359.0,9552,6398.0,11015,2857.0,19897.0,2057.0,16703,19406.0,1362.0,71432,85875,3017.0,2628.0,6091.0,2188.0,14697.0,7757.0,3715.0,0.0,,2021-07-16 14:00:00+00:00,18.0,13.285714285714286,3.140095354228923,2.317689428121348,15.0,13.857142857142858,1.7709563164108617,1.6360263113509868,20.0,8.142857142857142,3.245214930584853,1.3212660788809758,7.0,5.142857142857143,2.077638378136121,1.5264281961816397,4.0,1.2857142857142858,4.228061645138786,1.3590198145088956,39.0,30.714285714285715,4.256981996240757,3.3525682387976663,4.0,3.142857142857143,1.5659193316656292,1.2303651891658516,36.0,19.428571428571427,3.4263263690077355,1.8491285166073494
