,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,AACountyPop,ndate,AADailyCases,AA7Day,AADaily100K,AA100k7D,BaltCountyDailyCases,BaltimoreCounty7Day,BaltimoreCountyDaily100K,BaltimoreCounty100k7D,BaltimoreCityDC,BaltCity7Day,BaltCityDaily100k,BaltimoreCity100k7D,HowardDC,Howard7Day,HowardCountyDaily100K,HowardCounty100k7D,CalvertDC,Calvert7Day,CalvertDaily100k,Calvert100k7D,PGDC,PG7Day,PGDaily100k,PG100k7D,HarfordDC,Hardford7Day,Harford100kDaily,Hardford100k7D,MontgomeryDC,Montgomery7Day,Montgomery100kDaily,Montgomery100k7D
489,490,2021/07/17 14:00:00+00,7076.0,44158,66149,53277,4252.0,2359.0,9556,6399.0,11020,2858.0,19903.0,2058.0,16710,19413.0,1362.0,71462,85921,3017.0,2628.0,6093.0,2189.0,14698.0,7757.0,3716.0,0.0,,2021-07-17 14:00:00+00:00,33.0,16.142857142857142,5.7568414827530265,2.8161172621259394,22.0,14.428571428571429,2.5974025974025974,1.703491313880924,10.0,8.571428571428571,1.6226074652924265,1.39080639882208,7.0,5.285714285714286,2.077638378136121,1.5688289794089074,1.0,1.0,1.0570154112846966,1.0570154112846966,46.0,33.42857142857143,5.021055687873714,3.6488417110635063,7.0,3.2857142857142856,2.740358830414851,1.2862908795824812,30.0,21.571428571428573,2.8552719741731134,2.053076514762572
490,491,2021/07/18 14:00:00+00,7077.0,44169,66175,53292,4254.0,2359.0,9560,6404.0,11024,2858.0,19905.0,2058.0,16716,19421.0,1362.0,71493,85963,3017.0,2628.0,6094.0,2189.0,14700.0,7760.0,3719.0,0.0,,2021-07-18 14:00:00+00:00,11.0,16.142857142857142,1.9189471609176756,2.8161172621259394,26.0,16.571428571428573,3.06965761511216,1.9564850733681902,15.0,9.142857142857142,2.4339111979386394,1.4835268254102185,8.0,6.142857142857143,2.3744438607269953,1.8232336787725143,2.0,1.2857142857142858,2.114030822569393,1.3590198145088956,42.0,37.42857142857143,4.584442149797739,4.085455249139481,6.0,3.857142857142857,2.348878997498444,1.5099936412489998,31.0,24.571428571428573,2.9504477066455506,2.338603712179883
491,492,2021/07/19 14:00:00+00,7078.0,44177,66191,53300,4256.0,2360.0,9566,6409.0,11034,2861.0,19909.0,2058.0,16722,19426.0,1362.0,71519,85986,3017.0,2630.0,6097.0,2190.0,14705.0,7764.0,3719.0,0.0,,2021-07-19 14:00:00+00:00,8.0,16.0,1.3955979352128547,2.79119587042571,16.0,17.428571428571427,1.8890200708382527,2.0576825771630967,8.0,9.714285714285714,1.298085972233941,1.576247251998357,5.0,6.571428571428571,1.484027412954372,1.9504360284543176,2.0,1.5714285714285714,2.114030822569393,1.6610242177330947,23.0,38.285714285714285,2.510527843936857,4.179015293012904,6.0,4.428571428571429,2.348878997498444,1.7336964029155182,26.0,26.428571428571427,2.4745690442833648,2.5153586439144093
492,493,2021/07/20 14:00:00+00,7078.0,44189,66207,53325,4257.0,2360.0,9572,6410.0,11040,2862.0,19916.0,2058.0,16730,19438.0,1362.0,71538,86014,3018.0,2630.0,6101.0,2191.0,14705.0,7770.0,3720.0,0.0,,2021-07-20 14:00:00+00:00,12.0,16.428571428571427,2.0933969028192823,2.865960045526399,16.0,19.0,1.8890200708382527,2.2432113341204247,25.0,12.571428571428571,4.056518663231065,2.03984938493905,12.0,7.571428571428571,3.561665791090493,2.2472415110451918,1.0,1.4285714285714286,1.0570154112846966,1.5100220161209952,28.0,36.285714285714285,3.056294766531826,3.9607085239749176,8.0,5.142857142857143,3.1318386633312585,2.013324854998666,19.0,26.285714285714285,1.808338916976305,2.501762110704061
493,494,2021/07/21 14:00:00+00,7078.0,44210,66229,53355,4257.0,2361.0,9574,6412.0,11045,2862.0,19925.0,2058.0,16741,19448.0,1363.0,71579,86073,3021.0,2631.0,6110.0,2194.0,14713.0,7775.0,3721.0,0.0,,2021-07-21 14:00:00+00:00,21.0,18.285714285714285,3.6634445799337443,3.1899381376293827,22.0,20.142857142857142,2.5974025974025974,2.3781413391803,30.0,16.142857142857142,4.867822395877279,2.6193520511149164,10.0,8.285714285714286,2.968054825908744,2.4592454271815307,0.0,1.4285714285714286,0.0,1.5100220161209952,59.0,41.714285714285715,6.440049686620633,4.553255468506598,11.0,6.428571428571429,4.30627816208048,2.5166560687483326,41.0,30.0,3.9022050313699213,2.8552719741731134
494,495,2021/07/22 14:00:00+00,7081.0,44245,66252,53373,4264.0,2363.0,9583,6422.0,11059,2865.0,19942.0,2060.0,16747,19463.0,1363.0,71636,86125,3023.0,2632.0,6119.0,2195.0,14723.0,7781.0,3722.0,0.0,,2021-07-22 14:00:00+00:00,35.0,19.714285714285715,6.10574096655624,3.439152054631678,23.0,20.0,2.7154663518299884,2.3612750885478158,18.0,18.0,2.920693437526367,2.920693437526367,15.0,9.142857142857142,4.452082238863116,2.7136501265451374,7.0,2.4285714285714284,7.399107878992876,2.5670374274056913,52.0,41.285714285714285,5.6759759949876765,4.506475446569886,6.0,6.857142857142857,2.348878997498444,2.6844331399982218,57.0,34.285714285714285,5.425016750928915,3.263167970483558
495,496,2021/07/23 14:00:00+00,7082.0,44284,66296,53387,4270.0,2363.0,9585,6431.0,11066,2865.0,19953.0,2061.0,16763,19476.0,1365.0,71691,86175,3026.0,2633.0,6122.0,2196.0,14727.0,7786.0,3723.0,0.0,,2021-07-23 14:00:00+00:00,39.0,22.714285714285715,6.803539934162667,3.962501280336499,44.0,24.142857142857142,5.194805194805195,2.8503963568898634,14.0,17.142857142857142,2.2716504514093967,2.781612797644159,13.0,10.0,3.8584712736813676,2.968054825908744,6.0,2.7142857142857144,6.34209246770818,2.8690418306298904,50.0,42.857142857142854,5.457669225949689,4.678002193671162,16.0,8.571428571428571,6.263677326662517,3.355541424997777,55.0,37.0,5.2346652859840415,3.521502101480173
496,497,2021/07/24 14:00:00+00,7084.0,44318,66335,53413,4274.0,2363.0,9589,6444.0,11077,2866.0,19960.0,2066.0,16775,19487.0,1365.0,71742,86236,3029.0,2633.0,6134.0,2198.0,14733.0,7795.0,3727.0,0.0,,2021-07-24 14:00:00+00:00,34.0,22.857142857142858,5.931291224654633,3.9874226720367285,39.0,26.571428571428573,4.6044864226682405,3.137122617642098,26.0,19.428571428571427,4.218779409760309,3.1524945039967136,11.0,10.571428571428571,3.2648603084996184,3.137657958817815,4.0,3.142857142857143,4.228061645138786,3.3220484354661894,61.0,45.0,6.6583564556586206,4.9119023033547204,12.0,9.285714285714286,4.697757994996888,3.635169877080925,51.0,40.0,4.853962356094292,3.807029298897484
497,498,2021/07/25 14:00:00+00,7087.0,44343,66370,53455,4282.0,2365.0,9592,6448.0,11088,2868.0,19978.0,2068.0,16792,19494.0,1365.0,71788,86286,3029.0,2633.0,6146.0,2202.0,14737.0,7803.0,3730.0,0.0,,2021-07-25 14:00:00+00:00,25.0,24.857142857142858,4.361243547540171,4.336322155839942,35.0,27.857142857142858,4.132231404958678,3.2889188733344583,42.0,23.285714285714285,6.8149513542281905,3.7783573834666497,7.0,10.428571428571429,2.077638378136121,3.095257175590547,8.0,4.0,8.456123290277572,4.228061645138786,50.0,46.142857142857146,5.457669225949689,5.036649028519284,17.0,10.857142857142858,6.655157159578925,4.250352471663851,46.0,42.142857142857146,4.378083693732107,4.0109772970527064
498,499,2021/07/26 14:00:00+00,7088.0,44373,66398,53475,4285.0,2365.0,9597,6452.0,11100,2869.0,19988.0,2069.0,16801,19498.0,1366.0,71842,86343,3029.0,2633.0,6153.0,2202.0,14738.0,7808.0,3733.0,0.0,,2021-07-26 14:00:00+00:00,30.0,28.0,5.233492257048206,4.884592773244991,28.0,29.571428571428573,3.3057851239669422,3.4913138809242708,20.0,25.0,3.245214930584853,4.056518663231066,4.0,10.285714285714286,1.1872219303634977,3.0528563923632794,3.0,4.142857142857143,3.17104623385409,4.379063846750886,57.0,51.0,6.221742917582646,5.566822610468683,9.0,11.285714285714286,3.523318496247666,4.41812954291374,54.0,46.142857142857146,5.139489553511604,4.391680226942455
499,500,2021/07/27 14:00:00+00,7091.0,44401,66431,53510,4285.0,2365.0,9602,6456.0,11110,2871.0,20003.0,2069.0,16811,19541.0,1366.0,71873,86404,3032.0,2634.0,6159.0,2203.0,14747.0,7815.0,3735.0,0.0,,2021-07-27 14:00:00+00:00,28.0,30.285714285714285,4.884592773244992,5.283335040448665,33.0,32.0,3.896103896103896,3.7780401416765055,35.0,26.428571428571427,5.679126128523492,4.288319729701413,43.0,14.714285714285714,12.7626357514076,4.367280672408581,0.0,4.0,0.0,4.228061645138786,61.0,55.714285714285715,6.6583564556586206,6.08140285177251,10.0,11.571428571428571,3.9147983291640736,4.529980923746999,31.0,47.857142857142854,2.9504477066455506,4.554838625466633
500,501,2021/07/28 14:00:00+00,7092.0,44451,66500,53537,4290.0,2367.0,9608,6476.0,11120,2871.0,20014.0,2069.0,16826,19562.0,1365.0,71930,86487,3032.0,2634.0,6170.0,2206.0,14756.0,7829.0,3738.0,0.0,,2021-07-28 14:00:00+00:00,50.0,34.42857142857143,8.722487095080343,6.006055399755321,69.0,38.714285714285715,8.146399055489965,4.570753921403272,27.0,26.0,4.381040156289552,4.218779409760309,21.0,16.285714285714285,6.232915134408364,4.833689287908527,5.0,4.714285714285714,5.285077056423483,4.983072653199284,83.0,59.142857142857146,9.059730915076484,6.455643027266204,15.0,12.142857142857142,5.87219749374611,4.7536836854135185,57.0,50.142857142857146,5.425016750928915,4.772383156832204
501,502,2021/07/29 14:00:00+00,7097.0,44530,66562,53580,4305.0,2373.0,9613,6485.0,11146,2874.0,20032.0,2069.0,16853,19577.0,1366.0,71991,86572,3036.0,2638.0,6182.0,2208.0,14765.0,7839.0,3742.0,0.0,,2021-07-29 14:00:00+00:00,79.0,40.714285714285715,13.781529610226942,7.102596634565422,62.0,44.285714285714285,7.319952774498229,5.2285376960701635,43.0,29.571428571428573,6.977212100757433,4.798282075936176,15.0,16.285714285714285,4.452082238863116,4.833689287908526,15.0,5.857142857142857,15.855231169270448,6.191090266096081,85.0,63.857142857142854,9.278037684114471,6.970223268570032,27.0,15.142857142857142,10.569955488742997,5.928123184162739,61.0,50.714285714285715,5.8057196808186635,4.826769289673597
502,503,2021/07/30 14:00:00+00,7098.0,44575,66620,53643,4309.0,2376.0,9621,6495.0,11161,2882.0,20056.0,2071.0,16878,19592.0,1367.0,72088,86656,3039.0,2637.0,6199.0,2211.0,14782.0,7857.0,3748.0,0.0,,2021-07-30 14:00:00+00:00,45.0,41.57142857142857,7.850238385572308,7.2521249847668,58.0,46.285714285714285,6.8476977567886665,5.464665204924946,63.0,36.57142857142857,10.222427031342285,5.934107301640873,15.0,16.571428571428573,4.452082238863116,4.918490854363062,4.0,5.571428571428571,4.228061645138786,5.88908586287188,84.0,68.71428571428571,9.168884299595478,7.500396850519429,25.0,16.428571428571427,9.786995822910182,6.431454397912406,97.0,56.714285714285715,9.2320460498264,5.397823684508219
503,504,2021/07/31 14:00:00+00,7104.0,44626,66693,53692,4316.0,2377.0,9630,6507.0,11190,2895.0,20079.0,2072.0,16896,19619.0,1368.0,72186,86765,3045.0,2639.0,6216.0,2212.0,14791.0,7876.0,3754.0,0.0,,2021-07-31 14:00:00+00:00,51.0,44.0,8.896936836981949,7.6757886436707015,73.0,51.142857142857146,8.618654073199528,6.038117726429415,49.0,39.857142857142854,7.9507765799328896,6.467249754522671,27.0,18.857142857142858,8.013748029953609,5.5969033859993464,7.0,6.0,7.399107878992876,6.34209246770818,109.0,75.57142857142857,11.897718912570323,8.248877201506815,18.0,17.285714285714285,7.046636992495332,6.767008540412183,98.0,63.42857142857143,9.327221782298837,6.036860745394582
504,505,2021/08/01 14:00:00+00,7110.0,44682,66744,53743,4327.0,2378.0,9640,6517.0,11211,2903.0,20103.0,2074.0,16918,19634.0,1371.0,72276,86871,3046.0,2641.0,6229.0,2217.0,14804.0,7892.0,3764.0,0.0,,2021-08-01 14:00:00+00:00,56.0,48.42857142857143,9.769185546489984,8.448351786377819,51.0,53.42857142857143,6.02125147579693,6.307977736549165,51.0,41.142857142857146,8.275298072991374,6.675870714345982,15.0,20.0,4.452082238863116,5.936109651817488,11.0,6.428571428571429,11.627169524131663,6.795099072544478,106.0,83.57142857142857,11.57025875901334,9.122104277658766,22.0,18.0,8.61255632416096,7.046636992495332,90.0,69.71428571428571,8.56581592251934,6.635108206649901
505,506,2021/08/02 14:00:00+00,7111.0,44721,66797,53777,4337.0,2384.0,9644,6522.0,11231,2916.0,20129.0,2074.0,16934,19646.0,1371.0,72342,86971,3047.0,2644.0,6243.0,2218.0,14815.0,7899.0,3769.0,0.0,,2021-08-02 14:00:00+00:00,39.0,49.714285714285715,6.803539934162667,8.672644311679884,53.0,57.0,6.257378984651711,6.729634002361275,34.0,43.142857142857146,5.51686538199425,7.0003922074044675,12.0,21.142857142857142,3.561665791090493,6.275315917635631,10.0,7.428571428571429,10.570154112846966,7.852114483829175,100.0,89.71428571428571,10.915338451899379,9.7926179254183,16.0,19.0,6.263677326662517,7.438116825411739,66.0,71.42857142857143,6.28159834318085,6.79826660517408
506,507,2021/08/03 14:00:00+00,7115.0,44760,66839,53809,4337.0,2384.0,9647,6534.0,11244,2918.0,20152.0,2075.0,16952,19662.0,1372.0,72383,87051,3049.0,2646.0,6248.0,2218.0,14817.0,7924.0,3774.0,0.0,,2021-08-03 14:00:00+00:00,39.0,51.285714285714285,6.803539934162667,8.94677962038241,42.0,58.285714285714285,4.958677685950413,6.881430258053634,32.0,42.714285714285715,5.192343888935764,6.930851887463364,16.0,17.285714285714285,4.748887721453991,5.130494770499401,0.0,7.428571428571429,0.0,7.852114483829175,80.0,92.42857142857143,8.732270761519503,10.08889139768414,18.0,20.142857142857142,7.046636992495332,7.885522348744776,41.0,72.85714285714286,3.9022050313699213,6.934231937277561
507,508,2021/08/04 14:00:00+00,7116.0,44836,66921,53876,4339.0,2386.0,9655,6545.0,11273,2924.0,20195.0,2077.0,16980,19673.0,1374.0,72481,87196,3050.0,2652.0,6260.0,2220.0,14850.0,7946.0,3780.0,0.0,,2021-08-04 14:00:00+00:00,76.0,55.0,13.25818038452212,9.594735804588378,82.0,60.142857142857146,9.681227863046045,7.100691516275932,67.0,48.42857142857143,10.871470017459256,7.85805615334475,11.0,15.857142857142858,3.2648603084996184,4.706486938226723,2.0,7.0,2.114030822569393,7.399107878992877,145.0,101.28571428571429,15.827240755254097,11.055678517709513,28.0,22.0,10.961435321659405,8.61255632416096,98.0,78.71428571428571,9.327221782298837,7.491689798901835
508,509,2021/08/05 14:00:00+00,7133.0,44932,67003,53938,4348.0,2388.0,9672,6566.0,11291,2929.0,20230.0,2079.0,17012,19692.0,1378.0,72596,87313,3052.0,2655.0,6277.0,2223.0,14875.0,7967.0,3785.0,0.0,,2021-08-05 14:00:00+00:00,96.0,57.42857142857143,16.747175222554258,10.018399463492281,82.0,63.0,9.681227863046045,7.438016528925621,62.0,51.142857142857146,10.060166284813043,8.298478179638408,19.0,16.428571428571427,5.639304169226614,4.876090071135794,9.0,6.142857142857143,9.513138701562267,6.493094669320279,117.0,105.85714285714286,12.770945988722273,11.554665418367772,32.0,22.714285714285715,12.527354653325034,8.89218477624411,115.0,86.42857142857143,10.945209234330267,8.225902592260637
509,510,2021/08/06 14:00:00+00,7142.0,45008,67125,54010,4358.0,2393.0,9681,6590.0,11339,2947.0,20274.0,2083.0,17044,19725.0,1379.0,72714,87492,3054.0,2661.0,6292.0,2230.0,14895.0,7994.0,3794.0,0.0,,2021-08-06 14:00:00+00:00,76.0,61.857142857142854,13.25818038452212,10.790962606199397,122.0,72.14285714285714,14.403778040141676,8.51745656940462,72.0,52.42857142857143,11.682773750105468,8.50709913946172,33.0,19.0,9.794580925498856,5.639304169226614,10.0,7.0,10.570154112846966,7.399107878992877,179.0,119.42857142857143,19.538455828899888,13.03603277969697,32.0,23.714285714285715,12.527354653325034,9.283664609160516,118.0,89.42857142857143,11.230736431747578,8.511429789677948
510,511,2021/08/07 14:00:00+00,7160.0,45091,67227,54103,4369.0,2395.0,9695,6611.0,11386,2950.0,20314.0,2087.0,17078,19755.0,1381.0,72825,87681,3060.0,2665.0,6308.0,2231.0,14910.0,8034.0,3800.0,0.0,,2021-08-07 14:00:00+00:00,83.0,66.42857142857143,14.47932857783337,11.58844714060674,102.0,76.28571428571429,12.04250295159386,9.006577837746669,93.0,58.714285714285715,15.090249427219565,9.527023831931245,30.0,19.428571428571427,8.904164477726232,5.766506518908416,11.0,7.571428571428571,11.627169524131663,8.003116685441274,189.0,130.85714285714286,20.629989674089824,14.283500031342616,34.0,26.0,13.31031431915785,10.17847565582659,111.0,91.28571428571429,10.564506304440519,8.688184721412473
511,512,2021/08/08 14:00:00+00,7172.0,45158,67298,54172,4378.0,2403.0,9706,6624.0,11432,2956.0,20355.0,2090.0,17106,19803.0,1384.0,72971,87852,3066.0,2666.0,6328.0,2240.0,14934.0,8052.0,3823.0,0.0,,2021-08-08 14:00:00+00:00,67.0,68.0,11.688132707407659,11.862582449309267,71.0,79.14285714285714,8.382526564344746,9.343902850396358,69.0,61.285714285714285,11.195991510517741,9.94426575157787,48.0,24.142857142857142,14.246663164361973,7.165732365408254,9.0,7.285714285714286,9.513138701562267,7.701112282217076,171.0,140.14285714285714,18.665228752747936,15.2970671733047,28.0,26.857142857142858,10.961435321659405,10.514029798326368,146.0,99.28571428571429,13.895656940975817,9.44959058119197
512,513,2021/08/09 14:00:00+00,7188.0,45203,67361,54235,4386.0,2404.0,9714,6631.0,11449,2970.0,20383.0,2090.0,17122,19820.0,1384.0,73058,87978,3068.0,2669.0,6345.0,2241.0,14946.0,8077.0,3833.0,0.0,,2021-08-09 14:00:00+00:00,45.0,68.85714285714286,7.850238385572308,12.012110799510642,63.0,80.57142857142857,7.43801652892562,9.5125653567212,63.0,65.42857142857143,10.222427031342285,10.616488844341873,17.0,24.857142857142858,5.045693204044865,7.377736281544593,8.0,7.0,8.456123290277572,7.399107878992877,126.0,143.85714285714286,13.753326449393217,15.702494030089536,16.0,26.857142857142858,6.263677326662517,10.514029798326368,87.0,102.28571428571429,8.280288725102027,9.73511777860928
513,514,2021/08/10 14:00:00+00,7189.0,45259,67407,54282,4394.0,2404.0,9723,6649.0,11479,2978.0,20423.0,2094.0,17152,19829.0,1386.0,73178,88102,3076.0,2681.0,6360.0,2241.0,14955.0,8103.0,3840.0,0.0,,2021-08-10 14:00:00+00:00,56.0,71.28571428571429,9.769185546489984,12.435774458414544,46.0,81.14285714285714,5.430932703659977,9.580030359251138,47.0,67.57142857142857,7.626255086874403,10.964190444047395,9.0,23.857142857142858,2.6712493433178697,7.080930798953718,8.0,8.142857142857142,8.456123290277572,8.607125491889672,124.0,150.14285714285714,13.535019680355228,16.388601018494636,30.0,28.571428571428573,11.74439498749222,11.185138083325924,120.0,113.57142857142857,11.421087896692454,10.809243902226784
514,515,2021/08/11 14:00:00+00,7196.0,45342,67524,54371,4403.0,2409.0,9729,6666.0,11510,2984.0,20458.0,2097.0,17185,19858.0,1386.0,73308,88268,3080.0,2688.0,6384.0,2248.0,15001.0,8130.0,3845.0,0.0,,2021-08-11 14:00:00+00:00,83.0,72.28571428571429,14.47932857783337,12.610224200316152,117.0,86.14285714285714,13.813459268004722,10.170349131388093,89.0,70.71428571428571,14.441206441102596,11.474152790282158,29.0,26.428571428571427,8.607358995135359,7.844144897044537,9.0,9.142857142857142,9.513138701562267,9.664140903174369,166.0,153.14285714285714,18.119461830152968,16.716061172051617,33.0,29.285714285714285,12.918834486241442,11.464766535409073,130.0,118.14285714285714,12.372845221416824,11.244332964957925
515,516,2021/08/12 14:00:00+00,7210.0,45436,67627,54469,4415.0,2412.0,9749,6686.0,11563,3013.0,20506.0,2099.0,17223,19882.0,1391.0,73452,88457,3095.0,2691.0,6418.0,2256.0,15039.0,8173.0,3855.0,0.0,,2021-08-12 14:00:00+00:00,94.0,72.0,16.398275738751046,12.560381416915693,103.0,89.14285714285714,12.160566706021251,10.524540394670264,98.0,75.85714285714286,15.901553159865779,12.308636629575405,24.0,27.142857142857142,7.123331582180986,8.056148813180878,12.0,9.571428571428571,12.68418493541636,10.117147508010666,189.0,163.42857142857142,20.629989674089824,17.838781698532696,38.0,30.142857142857142,14.876233650823478,11.800320677908848,144.0,122.28571428571429,13.705305476030942,11.638632428058022
516,517,2021/08/13 14:00:00+00,7216.0,45523,67750,54537,4428.0,2416.0,9766,6707.0,11621,3022.0,20546.0,2112.0,17263,19910.0,1399.0,73535,88619,3104.0,2704.0,6448.0,2262.0,15073.0,8228.0,3878.0,0.0,,2021-08-13 14:00:00+00:00,87.0,73.57142857142857,15.177127545439795,12.834516725618219,123.0,89.28571428571429,14.521841794569067,10.541406645302748,68.0,75.28571428571429,11.0337307639885,12.215916202987268,28.0,26.428571428571427,8.310553512544484,7.844144897044538,13.0,10.0,13.741200346701055,10.570154112846966,162.0,161.0,17.682848292076994,17.573694907558,40.0,31.285714285714285,15.659193316656294,12.247726201241887,83.0,117.28571428571429,7.899585795212279,11.162753765695838
517,518,2021/08/14 14:00:00+00,7241.0,45595,67869,54641,4443.0,2424.0,9773,6733.0,11647,3033.0,20598.0,2116.0,17291,19952.0,1405.0,73645,88816,3117.0,2710.0,6481.0,2272.0,15111.0,8269.0,3901.0,0.0,,2021-08-14 14:00:00+00:00,72.0,72.0,12.560381416915693,12.560381416915694,119.0,91.71428571428571,14.049586776859504,10.828132906054984,104.0,76.85714285714286,16.875117639041235,12.470897376104647,42.0,28.142857142857142,12.465830268816728,8.35295429577175,15.0,10.571428571428571,15.855231169270448,11.174162919295364,197.0,162.14285714285714,21.503216750241773,17.698441632722563,28.0,30.428571428571427,10.961435321659405,11.91217205874211,110.0,117.14285714285714,10.469330571968083,11.14915723248549
518,519,2021/08/15 14:00:00+00,7249.0,45671,67977,54726,4457.0,2429.0,9792,6747.0,11680,3045.0,20625.0,2119.0,17320,19988.0,1409.0,73761,88991,3122.0,2711.0,6494.0,2278.0,15153.0,8286.0,3922.0,0.0,,2021-08-15 14:00:00+00:00,76.0,73.28571428571429,13.25818038452212,12.784673942217761,108.0,97.0,12.750885478158205,11.452184179456907,85.0,79.14285714285714,13.792163454985623,12.841779082457203,36.0,26.428571428571427,10.684997373271479,7.844144897044538,14.0,11.285714285714286,14.798215757985751,11.929173927355862,175.0,162.71428571428572,19.101842290823914,17.760814995304845,29.0,30.571428571428573,11.352915154575813,11.968097749158739,116.0,112.85714285714286,11.040384966802705,10.741261236175045
