,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100k1,AA100k7D-County_2019,AADaily100k2,AA100k7D-2019Census,AADaily100k3,AA100k7D-2020Census
78,79,2020/06/01 14:00:00+00,180.0,3842,6299,5604,349.0,260.0,914,369.0,1120,142.0,1928.0,10.0,881,1944.0,174.0,11476,15353,161.0,73.0,505.0,101.0,472.0,955.0,215.0,0.0,2020-06-01 14:00:00+00:00,57.0,69.28571428571429,9.833859531080172,11.953438277127528,9.8405825624877,11.961610382973769,9.689576565504087,11.778056727492435
79,80,2020/06/02 14:00:00+00,181.0,3924,6385,5688,352.0,263.0,927,377.0,1133,144.0,1961.0,10.0,891,1975.0,174.0,11731,15553,161.0,74.0,518.0,101.0,480.0,955.0,217.0,0.0,2020-06-02 14:00:00+00:00,82.0,75.71428571428571,14.14695581664165,13.06252017912905,14.156627546034937,13.071450521600202,13.939390848619917,12.870866114579362
80,81,2020/06/03 14:00:00+00,182.0,4009,6457,5801,348.0,265.0,940,381.0,1152,147.0,2005.0,10.0,901,2004.0,178.0,11924,15738,162.0,75.0,536.0,103.0,486.0,959.0,219.0,0.0,2020-06-03 14:00:00+00:00,85.0,80.14285714285714,14.66452737090903,13.826554378285653,14.674552944060604,13.836007061542857,14.449368562593815,13.623690359017024
81,82,2020/06/04 14:00:00+00,182.0,4080,6476,5906,352.0,268.0,947,388.0,1174,152.0,2041.0,10.0,920,2033.0,180.0,12226,15940,161.0,76.0,542.0,106.0,516.0,959.0,223.0,0.0,2020-06-04 14:00:00+00:00,71.0,74.85714285714286,12.2491934509946,12.914642592195511,12.25756775327415,12.923471836450009,12.06947256404895,12.72515819630111
82,83,2020/06/05 14:00:00+00,183.0,4150,6590,6038,353.0,268.0,960,393.0,1185,153.0,2069.0,10.0,939,2074.0,184.0,12434,16169,163.0,76.0,547.0,106.0,529.0,967.0,230.0,0.0,2020-06-05 14:00:00+00:00,70.0,72.42857142857143,12.076669599572142,12.495656095883827,12.084925953932261,12.504198895191138,11.899479992724318,12.312319094512713
83,84,2020/06/06 14:00:00+00,184.0,4210,6696,6141,354.0,270.0,950,399.0,1196,154.0,2100.0,10.0,947,2094.0,185.0,12624,16316,168.0,76.0,548.0,108.0,545.0,975.0,232.0,0.0,2020-06-06 14:00:00+00:00,60.0,66.71428571428571,10.35143108534755,11.509805516326919,10.358507960513368,11.517674327523197,10.199554279477987,11.340932972657667
84,85,2020/06/07 14:00:00+00,184.0,4236,6753,6229,358.0,272.0,952,404.0,1202,155.0,2114.0,10.0,957,2125.0,187.0,12734,16434,170.0,76.0,553.0,108.0,548.0,977.0,235.0,0.0,2020-06-07 14:00:00+00:00,26.0,64.42857142857143,4.485620136983938,11.115465284504156,4.4886867828891255,11.123064500456021,4.419806854440461,10.952378523915646
85,86,2020/06/08 14:00:00+00,185.0,4267,6814,6296,362.0,272.0,954,408.0,1211,156.0,2135.0,10.0,961,2156.0,187.0,12818,16523,177.0,77.0,553.0,108.0,551.0,984.0,239.0,0.0,2020-06-08 14:00:00+00:00,31.0,60.714285714285715,5.348239394096233,10.474662407792163,5.351895779598573,10.48182353147186,5.269769711063627,10.320977544709868
86,87,2020/06/09 14:00:00+00,186.0,4309,6852,6355,363.0,273.0,963,417.0,1216,157.0,2152.0,10.0,969,2191.0,188.0,12968,16636,177.0,77.0,561.0,108.0,545.0,990.0,241.0,0.0,2020-06-09 14:00:00+00:00,42.0,55.0,7.246001759743285,9.488811828235255,7.2509555723593575,9.49529896380392,7.139687995634591,9.34959142285482
87,88,2020/06/10 14:00:00+00,185.0,4348,6916,6428,363.0,276.0,969,423.0,1231,157.0,2178.0,10.0,982,2220.0,189.0,13124,16753,178.0,77.0,565.0,108.0,551.0,992.0,242.0,0.0,2020-06-10 14:00:00+00:00,39.0,48.42857142857143,6.728430205475907,8.355083661744809,6.733030174333689,8.360795710985789,6.629710281660691,8.232497382721517
88,89,2020/06/11 14:00:00+00,185.0,4421,6985,6509,366.0,278.0,976,429.0,1235,159.0,2202.0,10.0,990,2311.0,188.0,13276,16940,178.0,78.0,573.0,107.0,560.0,998.0,243.0,0.0,2020-06-11 14:00:00+00:00,73.0,48.714285714285715,12.59424115383952,8.404376190722655,12.602851351957929,8.410121939369185,12.409457706698216,8.28106668881427
89,90,2020/06/12 14:00:00+00,187.0,4453,7051,6559,370.0,279.0,977,435.0,1248,160.0,2225.0,10.0,991,2332.0,189.0,13348,17042,179.0,78.0,575.0,107.0,568.0,1004.0,246.0,0.0,2020-06-12 14:00:00+00:00,32.0,43.285714285714285,5.520763245518693,7.46781814014359,5.524537578940463,7.472923600084643,5.439762282388259,7.358249873051976
90,91,2020/06/13 14:00:00+00,187.0,4522,7107,6633,373.0,282.0,983,439.0,1264,161.0,2251.0,10.0,1004,2371.0,192.0,13534,17216,179.0,79.0,578.0,107.0,570.0,1010.0,253.0,0.0,2020-06-13 14:00:00+00:00,69.0,44.57142857142857,11.904145748149682,7.689634520543893,11.912284154590372,7.6948916278099295,11.729487421399686,7.576811750469361
91,92,2020/06/14 14:00:00+00,187.0,4607,7151,6689,375.0,283.0,989,443.0,1269,162.0,2273.0,10.0,1009,2335.0,193.0,13607,17326,180.0,79.0,580.0,107.0,571.0,1020.0,256.0,0.0,2020-06-14 14:00:00+00:00,85.0,53.0,14.66452737090903,9.143764125390335,14.674552944060604,9.15001536512014,14.449368562593815,9.009606280205555
92,93,2020/06/15 14:00:00+00,187.0,4623,7199,6747,376.0,283.0,992,445.0,1272,165.0,2298.0,10.0,1019,2350.0,193.0,13657,17400,183.0,80.0,582.0,107.0,579.0,1027.0,258.0,0.0,2020-06-15 14:00:00+00:00,16.0,50.857142857142854,2.7603816227593465,8.774070158056494,2.7622687894702316,8.780068652244664,2.7198811411941297,8.645336484509913
93,94,2020/06/16 14:00:00+00,188.0,4751,7248,6782,380.0,284.0,987,450.0,1277,166.0,2308.0,10.0,1023,2327.0,193.0,13709,17499,183.0,82.0,585.0,109.0,579.0,1031.0,258.0,0.0,2020-06-16 14:00:00+00:00,128.0,63.142857142857146,22.083052982074772,10.89364890410385,22.098150315761853,10.901096472730734,21.759049129553038,10.73381664649826
94,95,2020/06/17 14:00:00+00,188.0,4796,7329,6866,382.0,284.0,1006,455.0,1291,170.0,2336.0,10.0,1032,2343.0,192.0,13819,17611,187.0,82.0,587.0,110.0,593.0,1035.0,265.0,0.0,2020-06-17 14:00:00+00:00,45.0,64.0,7.763573314010662,11.041526491037388,7.768880970385025,11.049075157880925,7.64966570960849,10.879524564776519
95,96,2020/06/18 14:00:00+00,187.0,4835,7371,6906,385.0,285.0,1010,456.0,1294,170.0,2342.0,10.0,1036,2348.0,193.0,13862,17666,187.0,83.0,595.0,110.0,595.0,1036.0,267.0,0.0,2020-06-18 14:00:00+00:00,39.0,59.142857142857146,6.728430205475907,10.203553498414013,6.733030174333689,10.210529275363175,6.629710281660691,10.05384636119973
96,97,2020/06/19 14:00:00+00,187.0,4862,7403,6938,389.0,288.0,1028,459.0,1294,174.0,2361.0,10.0,1041,2382.0,193.0,13928,17709,203.0,83.0,599.0,113.0,601.0,1036.0,267.0,0.0,2020-06-19 14:00:00+00:00,27.0,58.42857142857143,4.6581439884063975,10.0803221759694,4.6613285822310155,10.087213704404684,4.589799425765094,9.932423095967849
97,98,2020/06/20 14:00:00+00,188.0,4880,7480,6993,393.0,290.0,1028,460.0,1304,180.0,2380.0,10.0,1052,2409.0,193.0,14004,17804,204.0,83.0,597.0,113.0,602.0,1039.0,270.0,0.0,2020-06-20 14:00:00+00:00,18.0,51.142857142857146,3.105429325604265,8.82336268703434,3.10755238815401,8.829394880628062,3.0598662838433963,8.693905790602665
98,99,2020/06/21 14:00:00+00,188.0,4904,7537,7053,394.0,294.0,1030,460.0,1313,183.0,2393.0,10.0,1056,2423.0,193.0,14079,17874,205.0,83.0,602.0,115.0,603.0,1043.0,271.0,0.0,2020-06-21 14:00:00+00:00,24.0,42.42857142857143,4.14057243413902,7.319940553210053,4.143403184205347,7.324944914934454,4.079821711791195,7.212541954773719
99,100,2020/06/22 14:00:00+00,189.0,4916,7585,7095,397.0,294.0,1031,461.0,1328,183.0,2407.0,10.0,1060,2436.0,194.0,14141,17935,211.0,83.0,599.0,117.0,611.0,1046.0,274.0,0.0,2020-06-22 14:00:00+00:00,12.0,41.857142857142854,2.07028621706951,7.221355495254362,2.0717015921026736,7.226292458167658,2.0399108558955974,7.115403342588214
100,101,2020/06/23 14:00:00+00,192.0,4946,7635,7148,398.0,296.0,1061,461.0,1333,183.0,2419.0,10.0,1064,2423.0,194.0,14204,18080,211.0,84.0,605.0,116.0,616.0,1051.0,277.0,0.0,2020-06-23 14:00:00+00:00,30.0,27.857142857142858,5.175715542673775,4.806021575339934,5.179253980256684,4.8093072673812065,5.099777139738993,4.73550734404335
101,102,2020/06/24 14:00:00+00,194.0,4956,7652,7210,402.0,297.0,1082,464.0,1341,183.0,2425.0,10.0,1072,2436.0,195.0,14283,18151,213.0,84.0,606.0,116.0,634.0,1053.0,278.0,0.0,2020-06-24 14:00:00+00:00,10.0,22.857142857142858,1.7252385142245916,3.943402318227638,1.7264179934188948,3.946098270671759,1.6999257132463312,3.885544487420185
102,103,2020/06/25 14:00:00+00,203.0,4985,7710,7258,403.0,302.0,1101,460.0,1350,184.0,2441.0,10.0,1078,2453.0,194.0,14381,18249,215.0,85.0,610.0,119.0,653.0,1055.0,278.0,0.0,2020-06-25 14:00:00+00:00,29.0,21.428571428571427,5.003191691251316,3.696939673338411,5.006612180914795,3.699467128754774,4.929784568414361,3.6426979569564244
103,104,2020/06/26 14:00:00+00,204.0,5005,7768,7299,404.0,309.0,1104,462.0,1357,182.0,2448.0,10.0,1078,2470.0,195.0,14471,18307,220.0,86.0,611.0,121.0,663.0,1059.0,282.0,0.0,2020-06-26 14:00:00+00:00,20.0,20.428571428571427,3.4504770284491832,3.5244158219159516,3.4528359868377896,3.5268253294128846,3.3998514264926625,3.472705385631791
104,105,2020/06/27 14:00:00+00,204.0,5042,7800,7363,408.0,315.0,1104,473.0,1362,183.0,2465.0,10.0,1090,2490.0,196.0,14520,18342,224.0,86.0,619.0,130.0,684.0,1058.0,282.0,0.0,2020-06-27 14:00:00+00:00,37.0,23.142857142857142,6.383382502630989,3.9926948472054837,6.38774657564991,3.9954244990551566,6.289725139011425,3.934113793512938
105,106,2020/06/28 14:00:00+00,204.0,5055,7847,7416,410.0,315.0,1105,473.0,1371,185.0,2471.0,11.0,1096,2501.0,198.0,14607,18414,226.0,86.0,620.0,130.0,694.0,1060.0,282.0,0.0,2020-06-28 14:00:00+00:00,13.0,21.571428571428573,2.242810068491969,3.721585937827333,2.2443433914445627,3.724130242946473,2.2099034272202305,3.6669826100028002
106,107,2020/06/29 14:00:00+00,204.0,5092,7929,7498,413.0,318.0,1114,478.0,1383,188.0,2486.0,11.0,1108,2527.0,199.0,14675,18505,227.0,87.0,633.0,136.0,695.0,1062.0,286.0,0.0,2020-06-29 14:00:00+00:00,37.0,25.142857142857142,6.383382502630989,4.337742550050402,6.38774657564991,4.340708097738935,6.289725139011425,4.274098936162204
107,108,2020/06/30 14:00:00+00,205.0,5109,7985,7546,414.0,319.0,1117,479.0,1393,188.0,2490.0,11.0,1116,2538.0,198.0,14737,18572,230.0,87.0,637.0,137.0,698.0,1067.0,286.0,0.0,2020-06-30 14:00:00+00:00,17.0,23.285714285714285,2.9329054741818057,4.017341111694406,2.9349105888121207,4.020087613246855,2.8898737125187632,3.9583984465593143
108,109,2020/07/01 14:00:00+00,205.0,5134,8040,7605,415.0,320.0,1136,480.0,1399,188.0,2493.0,11.0,1127,2568.0,200.0,14803,18645,230.0,87.0,639.0,137.0,697.0,1070.0,289.0,0.0,2020-07-01 14:00:00+00:00,25.0,25.428571428571427,4.313096285561478,4.387035079028247,4.316044983547236,4.390034326122332,4.249814283115827,4.322668242254957
109,110,2020/07/02 14:00:00+00,205.0,5179,8105,7701,418.0,321.0,1149,486.0,1416,189.0,2501.0,11.0,1153,2602.0,201.0,14899,18731,232.0,87.0,646.0,141.0,687.0,1074.0,289.0,0.0,2020-07-02 14:00:00+00:00,45.0,27.714285714285715,7.763573314010662,4.781375310851011,7.768880970385025,4.784644153189508,7.64966570960849,4.711222690996975
110,111,2020/07/03 14:00:00+00,206.0,5200,8183,7789,419.0,321.0,1155,487.0,1426,188.0,2520.0,11.0,1173,2618.0,200.0,15021,18861,234.0,87.0,651.0,144.0,691.0,1085.0,291.0,0.0,2020-07-03 14:00:00+00:00,21.0,27.857142857142858,3.6230008798716424,4.806021575339933,3.6254777861796788,4.8093072673812065,3.5698439978172956,4.73550734404335
111,112,2020/07/04 14:00:00+00,208.0,5239,8234,7857,419.0,322.0,1156,490.0,1430,192.0,2546.0,13.0,1176,2637.0,200.0,15082,18940,240.0,87.0,652.0,147.0,695.0,1087.0,292.0,0.0,2020-07-04 14:00:00+00:00,39.0,28.142857142857142,6.728430205475907,4.855314104317779,6.733030174333689,4.858633495764603,6.629710281660691,4.784076650136103
112,113,2020/07/05 14:00:00+00,210.0,5261,8285,7897,421.0,322.0,1158,494.0,1437,201.0,2552.0,14.0,1180,2651.0,203.0,15129,18998,247.0,88.0,654.0,150.0,696.0,1088.0,296.0,0.0,2020-07-05 14:00:00+00:00,22.0,29.428571428571427,3.795524731294101,5.077130484718084,3.798119585521568,5.080601523489889,3.7398365691419286,5.002638527553488
113,114,2020/07/06 14:00:00+00,210.0,5290,8335,7960,422.0,322.0,1164,498.0,1441,201.0,2554.0,15.0,1189,2666.0,203.0,15163,19040,248.0,88.0,659.0,152.0,696.0,1091.0,297.0,0.0,2020-07-06 14:00:00+00:00,29.0,28.285714285714285,5.003191691251316,4.879960368806701,5.006612180914795,4.883296609956302,4.929784568414361,4.80836130318248
114,115,2020/07/07 14:00:00+00,210.0,5305,8381,8000,422.0,323.0,1182,505.0,1451,199.0,2551.0,15.0,1198,2685.0,204.0,15332,19182,256.0,91.0,662.0,155.0,691.0,1095.0,301.0,0.0,2020-07-07 14:00:00+00:00,15.0,28.0,2.5878577713368873,4.830667839828856,2.589626990128342,4.833970381572905,2.5498885698694966,4.759791997089727
115,116,2020/07/08 14:00:00+00,212.0,5341,8443,8071,425.0,325.0,1188,512.0,1473,199.0,2553.0,16.0,1209,2723.0,204.0,15400,19285,260.0,93.0,666.0,161.0,694.0,1102.0,306.0,0.0,2020-07-08 14:00:00+00:00,36.0,29.571428571428573,6.21085865120853,5.101776749207007,6.21510477630802,5.105264637681588,6.119732567686793,5.026923180599865
116,117,2020/07/09 14:00:00+00,212.0,5391,8497,8155,435.0,329.0,1190,514.0,1483,199.0,2567.0,17.0,1225,2751.0,203.0,15503,19456,268.0,94.0,673.0,165.0,702.0,1109.0,309.0,0.0,2020-07-09 14:00:00+00:00,50.0,30.285714285714285,8.626192571122957,5.22500807165162,8.632089967094473,5.22858020864008,8.499628566231655,5.148346445831746
117,118,2020/07/10 14:00:00+00,213.0,5423,8581,8249,438.0,332.0,1200,518.0,1496,203.0,2577.0,19.0,1246,2770.0,204.0,15568,19510,273.0,98.0,679.0,170.0,710.0,1119.0,314.0,0.0,2020-07-10 14:00:00+00:00,32.0,31.857142857142858,5.520763245518693,5.49611698102977,5.524537578940463,5.499874464748764,5.439762282388259,5.415477629341884
118,119,2020/07/11 14:00:00+00,216.0,5471,8675,8367,445.0,334.0,1210,526.0,1502,209.0,2586.0,22.0,1262,2793.0,204.0,15623,19598,287.0,98.0,689.0,184.0,720.0,1130.0,316.0,0.0,2020-07-11 14:00:00+00:00,48.0,33.142857142857146,8.28114486827804,5.717933361430075,8.286806368410694,5.721842492474051,8.15964342358239,5.63403950675927
119,120,2020/07/12 14:00:00+00,216.0,5514,8797,8489,449.0,336.0,1217,527.0,1517,217.0,2598.0,26.0,1279,2825.0,204.0,15727,19713,290.0,99.0,700.0,185.0,727.0,1136.0,321.0,0.0,2020-07-12 14:00:00+00:00,43.0,36.142857142857146,7.418525611165743,6.235504915697453,7.423597371701247,6.239767890499719,7.309680566959225,6.1440172207331685
120,121,2020/07/13 14:00:00+00,218.0,5562,8892,8566,453.0,336.0,1221,529.0,1528,217.0,2605.0,27.0,1288,2850.0,205.0,15780,19773,290.0,101.0,708.0,189.0,728.0,1139.0,322.0,0.0,2020-07-13 14:00:00+00:00,48.0,38.857142857142854,8.28114486827804,6.703783940986985,8.286806368410694,6.70836706014199,8.15964342358239,6.605425628614316
121,122,2020/07/14 14:00:00+00,220.0,5619,8990,8689,458.0,345.0,1224,531.0,1534,217.0,2619.0,27.0,1311,2891.0,205.0,15883,19956,296.0,103.0,721.0,197.0,737.0,1156.0,331.0,0.0,2020-07-14 14:00:00+00:00,57.0,44.857142857142854,9.833859531080172,7.73892704952174,9.8405825624877,7.744217856193328,9.689576565504087,7.625381056562113
122,123,2020/07/15 14:00:00+00,222.0,5683,9153,8835,459.0,347.0,1228,536.0,1552,219.0,2635.0,28.0,1325,2922.0,208.0,15986,20099,299.0,105.0,730.0,207.0,739.0,1160.0,339.0,0.0,2020-07-15 14:00:00+00:00,64.0,48.857142857142854,11.041526491037386,8.429022455211577,11.049075157880926,8.434785053560885,10.879524564776519,8.305351341860646
123,124,2020/07/16 14:00:00+00,224.0,5735,9261,8998,467.0,350.0,1235,538.0,1567,231.0,2655.0,29.0,1336,2957.0,211.0,16056,20191,301.0,105.0,739.0,216.0,743.0,1164.0,355.0,0.0,2020-07-16 14:00:00+00:00,52.0,49.142857142857146,8.971240273967876,8.47831498418942,8.977373565778251,8.484111281944282,8.839613708880922,8.353920647953398
124,125,2020/07/17 14:00:00+00,227.0,5813,9376,9141,479.0,351.0,1248,542.0,1583,232.0,2661.0,30.0,1351,2983.0,215.0,16153,20302,305.0,106.0,753.0,230.0,751.0,1173.0,366.0,0.0,2020-07-17 14:00:00+00:00,78.0,55.714285714285715,13.456860410951814,9.612043150679868,13.466060348667378,9.618614534762413,13.259420563321383,9.471014688086703
125,126,2020/07/18 14:00:00+00,232.0,5902,9517,9284,483.0,352.0,1256,550.0,1593,238.0,2701.0,33.0,1380,3040.0,218.0,16251,20425,310.0,107.0,764.0,238.0,773.0,1176.0,383.0,0.0,2020-07-18 14:00:00+00:00,89.0,61.57142857142857,15.354622776598864,10.622539994725699,15.36512014142816,10.629802216622052,15.129338847892347,10.466685462988124
126,127,2020/07/19 14:00:00+00,237.0,5955,9723,9428,490.0,360.0,1269,553.0,1609,245.0,2722.0,34.0,1412,3097.0,221.0,16372,20589,318.0,108.0,773.0,243.0,784.0,1181.0,408.0,0.0,2020-07-19 14:00:00+00:00,53.0,63.0,9.143764125390335,10.869002639614928,9.15001536512014,10.876433358539035,9.009606280205555,10.709531993451886
127,128,2020/07/20 14:00:00+00,239.0,6003,9828,9505,494.0,365.0,1276,559.0,1619,246.0,2739.0,34.0,1427,3128.0,223.0,16433,20690,331.0,108.0,779.0,257.0,796.0,1189.0,417.0,0.0,2020-07-20 14:00:00+00:00,48.0,63.0,8.28114486827804,10.869002639614928,8.286806368410694,10.876433358539035,8.15964342358239,10.709531993451886
128,129,2020/07/21 14:00:00+00,240.0,6062,9994,9644,495.0,367.0,1296,566.0,1642,246.0,2785.0,34.0,1452,3177.0,224.0,16520,20867,335.0,110.0,785.0,265.0,816.0,1195.0,428.0,0.0,2020-07-21 14:00:00+00:00,59.0,63.285714285714285,10.178907233925091,10.918295168592774,10.185866161171479,10.925759586922434,10.029561708153354,10.758101299544638
129,130,2020/07/22 14:00:00+00,240.0,6105,10153,9738,503.0,368.0,1311,570.0,1659,288.0,2797.0,37.0,1472,3198.0,221.0,16593,20958,340.0,110.0,789.0,268.0,818.0,1201.0,435.0,0.0,2020-07-22 14:00:00+00:00,43.0,60.285714285714285,7.418525611165743,10.400723614325395,7.423597371701247,10.407834188896762,7.309680566959225,10.24812358557074
130,131,2020/07/23 14:00:00+00,244.0,6144,10345,9842,509.0,371.0,1316,576.0,1679,294.0,2820.0,38.0,1514,3242.0,223.0,16654,21038,341.0,111.0,790.0,274.0,826.0,1206.0,439.0,0.0,2020-07-23 14:00:00+00:00,39.0,58.42857142857143,6.728430205475907,10.0803221759694,6.733030174333689,10.087213704404684,6.629710281660691,9.932423095967849
131,132,2020/07/24 14:00:00+00,244.0,6229,10520,10001,515.0,374.0,1337,583.0,1695,303.0,2833.0,41.0,1540,3271.0,224.0,16768,21210,350.0,114.0,805.0,289.0,833.0,1219.0,468.0,0.0,2020-07-24 14:00:00+00:00,85.0,59.42857142857143,14.66452737090903,10.252846027391858,14.674552944060604,10.259855503746573,14.449368562593815,10.102415667292481
132,133,2020/07/25 14:00:00+00,252.0,6343,10793,10210,528.0,393.0,1355,596.0,1719,305.0,2870.0,42.0,1579,3313.0,228.0,16922,21432,357.0,114.0,822.0,298.0,864.0,1228.0,491.0,0.0,2020-07-25 14:00:00+00:00,114.0,63.0,19.667719062160344,10.869002639614928,19.6811651249754,10.876433358539035,19.379153131008174,10.709531993451886
133,134,2020/07/26 14:00:00+00,256.0,6380,10924,10353,535.0,403.0,1369,597.0,1730,317.0,2879.0,42.0,1597,3327.0,229.0,17020,21558,366.0,114.0,834.0,308.0,871.0,1239.0,500.0,0.0,2020-07-26 14:00:00+00:00,37.0,60.714285714285715,6.383382502630989,10.474662407792165,6.38774657564991,10.48182353147186,6.289725139011425,10.320977544709866
134,135,2020/07/27 14:00:00+00,260.0,6469,11124,10579,546.0,412.0,1391,601.0,1753,319.0,2909.0,43.0,1631,3373.0,229.0,17164,21770,370.0,115.0,849.0,317.0,897.0,1249.0,506.0,0.0,2020-07-27 14:00:00+00:00,89.0,66.57142857142857,15.354622776598864,11.485159251837995,15.36512014142816,11.4930112133315,15.129338847892347,11.31664831961129
135,136,2020/07/28 14:00:00+00,262.0,6537,11252,10702,552.0,416.0,1402,607.0,1772,319.0,2931.0,48.0,1648,3410.0,224.0,17230,21870,375.0,116.0,855.0,320.0,914.0,1256.0,506.0,0.0,2020-07-28 14:00:00+00:00,68.0,67.85714285714286,11.731621896727223,11.706975632238299,11.739642355248483,11.714979241056785,11.559494850075053,11.535210197028675
136,137,2020/07/29 14:00:00+00,260.0,6599,11423,10826,559.0,418.0,1414,612.0,1796,319.0,2947.0,45.0,1676,3441.0,224.0,17305,22044,376.0,116.0,863.0,323.0,931.0,1260.0,508.0,0.0,2020-07-29 14:00:00+00:00,62.0,70.57142857142857,10.696478788192467,12.175254657527832,10.703791559197146,12.183578410699056,10.539539422127254,11.996618604909823
137,138,2020/07/30 14:00:00+00,264.0,6684,11615,11004,565.0,418.0,1435,619.0,1819,326.0,2964.0,45.0,1716,3472.0,229.0,17397,22183,378.0,117.0,874.0,330.0,936.0,1269.0,518.0,0.0,2020-07-30 14:00:00+00:00,85.0,77.14285714285714,14.66452737090903,13.308982824018276,14.674552944060604,13.318081663517187,14.449368562593815,13.113712645043124
138,139,2020/07/31 14:00:00+00,266.0,6770,11818,11192,588.0,423.0,1449,622.0,1832,340.0,2986.0,45.0,1750,3530.0,232.0,17568,22416,383.0,119.0,896.0,340.0,952.0,1279.0,550.0,0.0,2020-07-31 14:00:00+00:00,86.0,77.28571428571429,14.837051222331485,13.3336290885072,14.847194743402493,13.342744777708885,14.61936113391845,13.137997298089504
139,140,2020/08/01 14:00:00+00,267.0,6855,11997,11406,612.0,430.0,1467,630.0,1855,349.0,2989.0,43.0,1780,3570.0,235.0,17665,22606,386.0,121.0,904.0,361.0,967.0,1287.0,583.0,0.0,2020-08-01 14:00:00+00:00,85.0,73.14285714285714,14.66452737090903,12.618887418328441,14.674552944060604,12.62751446614963,14.449368562593815,12.433742359744596
140,141,2020/08/02 14:00:00+00,271.0,6958,12175,11577,619.0,432.0,1481,647.0,1878,351.0,2998.0,43.0,1818,3622.0,235.0,17758,22743,397.0,123.0,922.0,366.0,978.0,1294.0,588.0,0.0,2020-08-02 14:00:00+00:00,103.0,82.57142857142857,17.769956696513294,14.24554087459734,17.782105332214613,14.25528000280173,17.509234846437213,14.036529460805422
141,142,2020/08/03 14:00:00+00,273.0,7007,12401,11748,635.0,438.0,1491,655.0,1909,352.0,3010.0,43.0,1853,3660.0,235.0,17842,22880,399.0,123.0,931.0,368.0,982.0,1298.0,611.0,0.0,2020-08-03 14:00:00+00:00,49.0,76.85714285714286,8.453668719700499,13.259690295040432,8.459448167752583,13.268755435133787,8.329635994907022,13.065143338950374
142,143,2020/08/04 14:00:00+00,276.0,7071,12525,11844,649.0,439.0,1503,662.0,1932,352.0,3016.0,44.0,1863,3690.0,235.0,17910,23082,399.0,129.0,931.0,368.0,986.0,1309.0,639.0,0.0,2020-08-04 14:00:00+00:00,64.0,76.28571428571429,11.041526491037386,13.161105237084742,11.049075157880926,13.170102978366996,10.879524564776519,12.968004726764871
143,144,2020/08/05 14:00:00+00,276.0,7114,12666,11953,660.0,441.0,1511,672.0,1947,353.0,3020.0,45.0,1878,3717.0,235.0,17976,23156,402.0,129.0,945.0,369.0,989.0,1316.0,656.0,0.0,2020-08-05 14:00:00+00:00,43.0,73.57142857142857,7.418525611165743,12.692826211795209,7.423597371701247,12.701503808724725,7.309680566959225,12.506596318883721
