,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100k1,AA100k7D-County_2019,AADaily100k2,AA100k7D-2019Census,AADaily100k3,AA100k7D-2020Census
474,475,2021/07/02 14:00:00+00,7057.0,43986,65966,53146,4240.0,2352.0,9528,6351.0,10970,2851.0,19841.0,2045.0,16661,19338.0,1361.0,71209,85556,3010.0,2625.0,6065.0,2184.0,14668.0,7732.0,3697.0,0.0,2021-07-02 14:00:00+00:00,8.0,4.285714285714286,1.3801908113796733,0.739387934667682,1.3811343947351158,0.7398934257509548,1.3599405705970649,0.7285395913912848
475,476,2021/07/03 14:00:00+00,7057.0,43993,65977,53150,4239.0,2352.0,9528,6356.0,10973,2852.0,19842.0,2046.0,16665,19349.0,1361.0,71225,85577,3012.0,2626.0,6067.0,2185.0,14668.0,7735.0,3700.0,0.0,2021-07-03 14:00:00+00:00,7.0,5.0,1.207666959957214,0.8626192571122958,1.2084925953932262,0.8632089967094473,1.1899479992724318,0.8499628566231656
476,477,2021/07/04 14:00:00+00,7057.0,43994,65988,53156,4239.0,2352.0,9528,6359.0,10975,2853.0,19844.0,2048.0,16667,19352.0,1361.0,71233,85592,3012.0,2626.0,6067.0,2185.0,14671.0,7736.0,3701.0,0.0,2021-07-04 14:00:00+00:00,1.0,4.428571428571429,0.17252385142245916,0.7640341991566048,0.17264179934188947,0.7645565399426534,0.1699925713246331,0.7528242444376608
477,478,2021/07/05 14:00:00+00,7057.0,43998,65990,53162,4239.0,2352.0,9528,6359.0,10976,2853.0,19849.0,2048.0,16668,19352.0,1361.0,71243,85600,3012.0,2626.0,6067.0,2185.0,14671.0,7737.0,3701.0,0.0,2021-07-05 14:00:00+00:00,4.0,4.571428571428571,0.6900954056898366,0.7886804636455276,0.6905671973675579,0.7892196541343519,0.6799702852985324,0.7771088974840371
478,479,2021/07/06 14:00:00+00,7057.0,44005,65996,53169,4239.0,2352.0,9528,6360.0,10978,2854.0,19849.0,2048.0,16670,19352.0,1361.0,71251,85608,3013.0,2626.0,6068.0,2185.0,14671.0,7739.0,3702.0,0.0,2021-07-06 14:00:00+00:00,7.0,5.428571428571429,1.207666959957214,0.936558050579064,1.2084925953932262,0.9371983392845428,1.1899479992724318,0.922816815762294
479,480,2021/07/07 14:00:00+00,7058.0,44009,66004,53176,4241.0,2352.0,9528,6364.0,10980,2855.0,19851.0,2049.0,16672,19351.0,1361.0,71257,85617,3013.0,2626.0,6071.0,2185.0,14671.0,7741.0,3704.0,0.0,2021-07-07 14:00:00+00:00,4.0,5.0,0.6900954056898366,0.8626192571122957,0.6905671973675579,0.8632089967094474,0.6799702852985324,0.8499628566231655
480,481,2021/07/08 14:00:00+00,7059.0,44022,66018,53185,4241.0,2352.0,9528,6367.0,10981,2855.0,19856.0,2049.0,16675,19360.0,1361.0,71268,85635,3013.0,2626.0,6076.0,2185.0,14673.0,7743.0,3707.0,0.0,2021-07-08 14:00:00+00:00,13.0,6.285714285714286,2.242810068491969,1.0844356375126003,2.2443433914445627,1.0851770244347336,2.2099034272202305,1.0685247340405508
481,482,2021/07/09 14:00:00+00,7062.0,44032,66030,53210,4242.0,2353.0,9531,6370.0,10984,2855.0,19860.0,2050.0,16681,19370.0,1361.0,71296,85660,3014.0,2626.0,6076.0,2186.0,14679.0,7744.0,3708.0,0.0,2021-07-09 14:00:00+00:00,10.0,6.571428571428571,1.7252385142245916,1.1337281664904457,1.7264179934188948,1.1345032528181307,1.6999257132463312,1.1170940401333032
482,483,2021/07/10 14:00:00+00,7066.0,44045,66048,53217,4245.0,2353.0,9533,6371.0,10988,2855.0,19863.0,2055.0,16687,19376.0,1361.0,71311,85687,3014.0,2626.0,6078.0,2187.0,14685.0,7746.0,3710.0,0.0,2021-07-10 14:00:00+00:00,13.0,7.428571428571429,2.242810068491969,1.2816057534239822,2.2443433914445627,1.2824819379683217,2.2099034272202305,1.2628019584115602
483,484,2021/07/11 14:00:00+00,7067.0,44056,66059,53228,4245.0,2354.0,9534,6374.0,10989,2856.0,19865.0,2055.0,16689,19378.0,1361.0,71321,85701,3014.0,2626.0,6082.0,2187.0,14686.0,7749.0,3710.0,0.0,2021-07-11 14:00:00+00:00,11.0,8.857142857142858,1.8977623656470506,1.5280683983132095,1.899059792760784,1.5291130798853065,1.8699182845709643,1.5056484888753219
484,485,2021/07/12 14:00:00+00,7068.0,44065,66069,53232,4245.0,2354.0,9537,6380.0,10992,2856.0,19872.0,2055.0,16691,19380.0,1362.0,71334,85718,3014.0,2626.0,6083.0,2187.0,14686.0,7749.0,3710.0,0.0,2021-07-12 14:00:00+00:00,9.0,9.571428571428571,1.5527146628021324,1.6512997207578233,1.553776194077005,1.652428650843799,1.5299331419216982,1.6270717541072026
485,486,2021/07/13 14:00:00+00,7068.0,44074,66074,53237,4247.0,2356.0,9540,6383.0,10998,2856.0,19877.0,2056.0,16694,19385.0,1362.0,71354,85760,3015.0,2627.0,6083.0,2187.0,14688.0,7749.0,3713.0,0.0,2021-07-13 14:00:00+00:00,9.0,9.857142857142858,1.5527146628021324,1.7005922497356687,1.553776194077005,1.701754879227196,1.5299331419216982,1.6756410601999552
486,487,2021/07/14 14:00:00+00,7071.0,44082,66088,53242,4247.0,2357.0,9545,6388.0,11004,2857.0,19882.0,2056.0,16696,19390.0,1361.0,71369,85781,3015.0,2627.0,6088.0,2187.0,14690.0,7751.0,3713.0,0.0,2021-07-14 14:00:00+00:00,8.0,10.428571428571429,1.3801908113796733,1.7991773076913595,1.3811343947351158,1.8004073359939898,1.3599405705970649,1.7727796723854596
487,488,2021/07/15 14:00:00+00,7071.0,44107,66112,53247,4247.0,2358.0,9549,6395.0,11005,2857.0,19889.0,2057.0,16699,19399.0,1361.0,71396,85836,3015.0,2627.0,6088.0,2188.0,14693.0,7754.0,3715.0,0.0,2021-07-15 14:00:00+00:00,25.0,12.142857142857142,4.313096285561478,2.0949324815584327,4.316044983547236,2.096364706294372,4.249814283115827,2.0641955089419737
488,489,2021/07/16 14:00:00+00,7072.0,44125,66127,53267,4251.0,2359.0,9552,6398.0,11015,2857.0,19897.0,2057.0,16703,19406.0,1362.0,71432,85875,3017.0,2628.0,6091.0,2188.0,14697.0,7757.0,3715.0,0.0,2021-07-16 14:00:00+00:00,18.0,13.285714285714286,3.105429325604265,2.2921025974698144,3.10755238815401,2.2936696198279596,3.0598662838433963,2.2584727333129826
489,490,2021/07/17 14:00:00+00,7076.0,44158,66149,53277,4252.0,2359.0,9556,6399.0,11020,2858.0,19903.0,2058.0,16710,19413.0,1362.0,71462,85921,3017.0,2628.0,6093.0,2189.0,14698.0,7757.0,3716.0,0.0,2021-07-17 14:00:00+00:00,33.0,16.142857142857142,5.693287096941152,2.785027887248269,5.697179378282352,2.7869319036619298,5.609754853712893,2.744165794240506
490,491,2021/07/18 14:00:00+00,7077.0,44169,66175,53292,4254.0,2359.0,9560,6404.0,11024,2858.0,19905.0,2058.0,16716,19421.0,1362.0,71493,85963,3017.0,2628.0,6094.0,2189.0,14700.0,7760.0,3719.0,0.0,2021-07-18 14:00:00+00:00,11.0,16.142857142857142,1.8977623656470506,2.785027887248269,1.899059792760784,2.7869319036619298,1.8699182845709643,2.744165794240506
491,492,2021/07/19 14:00:00+00,7078.0,44177,66191,53300,4256.0,2360.0,9566,6409.0,11034,2861.0,19909.0,2058.0,16722,19426.0,1362.0,71519,85986,3017.0,2630.0,6097.0,2190.0,14705.0,7764.0,3719.0,0.0,2021-07-19 14:00:00+00:00,8.0,16.0,1.3801908113796733,2.7603816227593465,1.3811343947351158,2.7622687894702316,1.3599405705970649,2.7198811411941297
492,493,2021/07/20 14:00:00+00,7078.0,44189,66207,53325,4257.0,2360.0,9572,6410.0,11040,2862.0,19916.0,2058.0,16730,19438.0,1362.0,71538,86014,3018.0,2630.0,6101.0,2191.0,14705.0,7770.0,3720.0,0.0,2021-07-20 14:00:00+00:00,12.0,16.428571428571427,2.07028621706951,2.834320416226114,2.0717015921026736,2.836258132045327,2.0399108558955974,2.792735100333258
493,494,2021/07/21 14:00:00+00,7078.0,44210,66229,53355,4257.0,2361.0,9574,6412.0,11045,2862.0,19925.0,2058.0,16741,19448.0,1363.0,71579,86073,3021.0,2631.0,6110.0,2194.0,14713.0,7775.0,3721.0,0.0,2021-07-21 14:00:00+00:00,21.0,18.285714285714285,3.6230008798716424,3.15472185458211,3.6254777861796788,3.156878616537407,3.5698439978172956,3.108435589936149
494,495,2021/07/22 14:00:00+00,7081.0,44245,66252,53373,4264.0,2363.0,9583,6422.0,11059,2865.0,19942.0,2060.0,16747,19463.0,1363.0,71636,86125,3023.0,2632.0,6119.0,2195.0,14723.0,7781.0,3722.0,0.0,2021-07-22 14:00:00+00:00,35.0,19.714285714285715,6.038334799786071,3.4011844994713374,6.042462976966131,3.403509758454392,5.949739996362159,3.3512821203999104
495,496,2021/07/23 14:00:00+00,7082.0,44284,66296,53387,4270.0,2363.0,9585,6431.0,11066,2865.0,19953.0,2061.0,16763,19476.0,1365.0,71691,86175,3026.0,2633.0,6122.0,2196.0,14727.0,7786.0,3723.0,0.0,2021-07-23 14:00:00+00:00,39.0,22.714285714285715,6.728430205475907,3.9187560537387154,6.733030174333689,3.9214351564800607,6.629710281660691,3.861259834373809
496,497,2021/07/24 14:00:00+00,7084.0,44318,66335,53413,4274.0,2363.0,9589,6444.0,11077,2866.0,19960.0,2066.0,16775,19487.0,1365.0,71742,86236,3029.0,2633.0,6134.0,2198.0,14733.0,7795.0,3727.0,0.0,2021-07-24 14:00:00+00:00,34.0,22.857142857142858,5.865810948363611,3.943402318227638,5.8698211776242415,3.946098270671759,5.7797474250375265,3.885544487420186
497,498,2021/07/25 14:00:00+00,7087.0,44343,66370,53455,4282.0,2365.0,9592,6448.0,11088,2868.0,19978.0,2068.0,16792,19494.0,1365.0,71788,86286,3029.0,2633.0,6146.0,2202.0,14737.0,7803.0,3730.0,0.0,2021-07-25 14:00:00+00:00,25.0,24.857142857142858,4.313096285561478,4.288450021072556,4.316044983547236,4.291381869355538,4.249814283115827,4.225529630069452
498,499,2021/07/26 14:00:00+00,7088.0,44373,66398,53475,4285.0,2365.0,9597,6452.0,11100,2869.0,19988.0,2069.0,16801,19498.0,1366.0,71842,86343,3029.0,2633.0,6153.0,2202.0,14738.0,7808.0,3733.0,0.0,2021-07-26 14:00:00+00:00,30.0,28.0,5.175715542673775,4.830667839828856,5.179253980256684,4.833970381572905,5.099777139738993,4.759791997089727
499,500,2021/07/27 14:00:00+00,7091.0,44401,66431,53510,4285.0,2365.0,9602,6456.0,11110,2871.0,20003.0,2069.0,16811,19541.0,1366.0,71873,86404,3032.0,2634.0,6159.0,2203.0,14747.0,7815.0,3735.0,0.0,2021-07-27 14:00:00+00:00,28.0,30.285714285714285,4.830667839828856,5.2250080716516205,4.833970381572905,5.228580208640081,4.759791997089727,5.148346445831746
500,501,2021/07/28 14:00:00+00,7092.0,44451,66500,53537,4290.0,2367.0,9608,6476.0,11120,2871.0,20014.0,2069.0,16826,19562.0,1365.0,71930,86487,3032.0,2634.0,6170.0,2206.0,14756.0,7829.0,3738.0,0.0,2021-07-28 14:00:00+00:00,50.0,34.42857142857143,8.626192571122957,5.939749741830378,8.632089967094473,5.943810520199337,8.499628566231655,5.852601384176654
501,502,2021/07/29 14:00:00+00,7097.0,44530,66562,53580,4305.0,2373.0,9613,6485.0,11146,2874.0,20032.0,2069.0,16853,19577.0,1366.0,71991,86572,3036.0,2638.0,6182.0,2208.0,14765.0,7839.0,3742.0,0.0,2021-07-29 14:00:00+00:00,79.0,40.714285714285715,13.629384262374273,7.024185379342979,13.638702148009267,7.02898754463407,13.429413134646015,6.921126118217204
502,503,2021/07/30 14:00:00+00,7098.0,44575,66620,53643,4309.0,2376.0,9621,6495.0,11161,2882.0,20056.0,2071.0,16878,19592.0,1367.0,72088,86656,3039.0,2637.0,6199.0,2211.0,14782.0,7857.0,3748.0,0.0,2021-07-30 14:00:00+00:00,45.0,41.57142857142857,7.763573314010662,7.172062966276516,7.768880970385025,7.176966229784262,7.64966570960849,7.066834036495463
503,504,2021/07/31 14:00:00+00,7104.0,44626,66693,53692,4316.0,2377.0,9630,6507.0,11190,2895.0,20079.0,2072.0,16896,19619.0,1368.0,72186,86765,3045.0,2639.0,6216.0,2212.0,14791.0,7876.0,3754.0,0.0,2021-07-31 14:00:00+00:00,51.0,44.0,8.798716422545416,7.591049462588202,8.804731766436362,7.596239171043136,8.66962113755629,7.479673138283857
504,505,2021/08/01 14:00:00+00,7110.0,44682,66744,53743,4327.0,2378.0,9640,6517.0,11211,2903.0,20103.0,2074.0,16918,19634.0,1371.0,72276,86871,3046.0,2641.0,6229.0,2217.0,14804.0,7892.0,3764.0,0.0,2021-08-01 14:00:00+00:00,56.0,48.42857142857143,9.661335679657713,8.355083661744807,9.66794076314581,8.360795710985789,9.519583994179454,8.232497382721517
505,506,2021/08/02 14:00:00+00,7111.0,44721,66797,53777,4337.0,2384.0,9644,6522.0,11231,2916.0,20129.0,2074.0,16934,19646.0,1371.0,72342,86971,3047.0,2644.0,6243.0,2218.0,14815.0,7899.0,3769.0,0.0,2021-08-02 14:00:00+00:00,39.0,49.714285714285715,6.728430205475907,8.57690004214511,6.733030174333689,8.582763738711076,6.629710281660691,8.451059260138903
506,507,2021/08/03 14:00:00+00,7115.0,44760,66839,53809,4337.0,2384.0,9647,6534.0,11244,2918.0,20152.0,2075.0,16952,19662.0,1372.0,72383,87051,3049.0,2646.0,6248.0,2218.0,14817.0,7924.0,3774.0,0.0,2021-08-03 14:00:00+00:00,39.0,51.285714285714285,6.728430205475907,8.848008951523262,6.733030174333689,8.854057994819758,6.629710281660691,8.718190443649041
507,508,2021/08/04 14:00:00+00,7116.0,44836,66921,53876,4339.0,2386.0,9655,6545.0,11273,2924.0,20195.0,2077.0,16980,19673.0,1374.0,72481,87196,3050.0,2652.0,6260.0,2220.0,14850.0,7946.0,3780.0,0.0,2021-08-04 14:00:00+00:00,76.0,55.0,13.111812708106894,9.488811828235253,13.1207767499836,9.49529896380392,12.919435420672118,9.34959142285482
508,509,2021/08/05 14:00:00+00,7133.0,44932,67003,53938,4348.0,2388.0,9672,6566.0,11291,2929.0,20230.0,2079.0,17012,19692.0,1378.0,72596,87313,3052.0,2655.0,6277.0,2223.0,14875.0,7967.0,3785.0,0.0,2021-08-05 14:00:00+00:00,96.0,57.42857142857143,16.56228973655608,9.907798324546942,16.57361273682139,9.914571905062795,16.31928684716478,9.762430524643216
509,510,2021/08/06 14:00:00+00,7142.0,45008,67125,54010,4358.0,2393.0,9681,6590.0,11339,2947.0,20274.0,2083.0,17044,19725.0,1379.0,72714,87492,3054.0,2661.0,6292.0,2230.0,14895.0,7994.0,3794.0,0.0,2021-08-06 14:00:00+00:00,76.0,61.857142857142854,13.111812708106894,10.671832523703545,13.1207767499836,10.679128445005448,12.919435420672118,10.515254769080878
510,511,2021/08/07 14:00:00+00,7160.0,45091,67227,54103,4369.0,2395.0,9695,6611.0,11386,2950.0,20314.0,2087.0,17078,19755.0,1381.0,72825,87681,3060.0,2665.0,6308.0,2231.0,14910.0,8034.0,3800.0,0.0,2021-08-07 14:00:00+00:00,83.0,66.42857142857143,14.31947966806411,11.460512987349073,14.329269345376826,11.468348099139801,14.109383419944548,11.292363666564913
511,512,2021/08/08 14:00:00+00,7172.0,45158,67298,54172,4378.0,2403.0,9706,6624.0,11432,2956.0,20355.0,2090.0,17106,19803.0,1384.0,72971,87852,3066.0,2666.0,6328.0,2240.0,14934.0,8052.0,3823.0,0.0,2021-08-08 14:00:00+00:00,67.0,68.0,11.559098045304763,11.731621896727223,11.567000555906594,11.739642355248483,11.389502278750419,11.559494850075051
512,513,2021/08/09 14:00:00+00,7188.0,45203,67361,54235,4386.0,2404.0,9714,6631.0,11449,2970.0,20383.0,2090.0,17122,19820.0,1384.0,73058,87978,3068.0,2669.0,6345.0,2241.0,14946.0,8077.0,3833.0,0.0,2021-08-09 14:00:00+00:00,45.0,68.85714285714286,7.763573314010662,11.879499483660757,7.768880970385025,11.887621040398674,7.64966570960849,11.705202768353308
513,514,2021/08/10 14:00:00+00,7189.0,45259,67407,54282,4394.0,2404.0,9723,6649.0,11479,2978.0,20423.0,2094.0,17152,19829.0,1386.0,73178,88102,3076.0,2681.0,6360.0,2241.0,14955.0,8103.0,3840.0,0.0,2021-08-10 14:00:00+00:00,56.0,71.28571428571429,9.661335679657713,12.298485979972446,9.66794076314581,12.306893981657549,9.519583994179454,12.118041870141704
514,515,2021/08/11 14:00:00+00,7196.0,45342,67524,54371,4403.0,2409.0,9729,6666.0,11510,2984.0,20458.0,2097.0,17185,19858.0,1386.0,73308,88268,3080.0,2688.0,6384.0,2248.0,15001.0,8130.0,3845.0,0.0,2021-08-11 14:00:00+00:00,83.0,72.28571428571429,14.31947966806411,12.471009831394905,14.329269345376826,12.47953578099944,14.109383419944548,12.288034441466335
515,516,2021/08/12 14:00:00+00,7210.0,45436,67627,54469,4415.0,2412.0,9749,6686.0,11563,3013.0,20506.0,2099.0,17223,19882.0,1391.0,73452,88457,3095.0,2691.0,6418.0,2256.0,15039.0,8173.0,3855.0,0.0,2021-08-12 14:00:00+00:00,94.0,72.0,16.217242033711162,12.42171730241706,16.22832913813761,12.43020955261604,15.979301704515512,12.239465135373583
516,517,2021/08/13 14:00:00+00,7216.0,45523,67750,54537,4428.0,2416.0,9766,6707.0,11621,3022.0,20546.0,2112.0,17263,19910.0,1399.0,73535,88619,3104.0,2704.0,6448.0,2262.0,15073.0,8228.0,3878.0,0.0,2021-08-13 14:00:00+00:00,87.0,73.57142857142857,15.009575073753945,12.692826211795209,15.019836542744383,12.701503808724725,14.78935370524308,12.506596318883721
517,518,2021/08/14 14:00:00+00,7241.0,45595,67869,54641,4443.0,2424.0,9773,6733.0,11647,3033.0,20598.0,2116.0,17291,19952.0,1405.0,73645,88816,3117.0,2710.0,6481.0,2272.0,15111.0,8269.0,3901.0,0.0,2021-08-14 14:00:00+00:00,72.0,72.0,12.42171730241706,12.42171730241706,12.43020955261604,12.43020955261604,12.239465135373585,12.239465135373583
518,519,2021/08/15 14:00:00+00,7249.0,45671,67977,54726,4457.0,2429.0,9792,6747.0,11680,3045.0,20625.0,2119.0,17320,19988.0,1409.0,73761,88991,3122.0,2711.0,6494.0,2278.0,15153.0,8286.0,3922.0,0.0,2021-08-15 14:00:00+00:00,76.0,73.28571428571429,13.111812708106894,12.643533682817363,13.1207767499836,12.652177580341329,12.919435420672118,12.45802701279097
519,520,2021/08/16 14:00:00+00,7274.0,45715,68082,54787,4467.0,2432.0,9797,6762.0,11720,3060.0,20665.0,2125.0,17357,20015.0,1413.0,73842,89131,3130.0,2714.0,6527.0,2282.0,15167.0,8316.0,3938.0,0.0,2021-08-16 14:00:00+00:00,44.0,73.14285714285714,7.591049462588202,12.618887418328441,7.596239171043136,12.62751446614963,7.479673138283857,12.433742359744594
520,521,2021/08/17 14:00:00+00,7291.0,45777,68177,54849,4476.0,2435.0,9809,6779.0,11767,3068.0,20743.0,2126.0,17390,20047.0,1414.0,73960,89275,3142.0,2718.0,6563.0,2284.0,15184.0,8343.0,3952.0,0.0,2021-08-17 14:00:00+00:00,62.0,74.0,10.696478788192467,12.766765005261975,10.703791559197146,12.775493151299822,10.539539422127254,12.579450278022849
521,522,2021/08/18 14:00:00+00,7307.0,45888,68311,54926,4485.0,2437.0,9837,6811.0,11806,3081.0,20800.0,2136.0,17426,20082.0,1415.0,74070,89467,3146.0,2721.0,6588.0,2291.0,15232.0,8357.0,3961.0,0.0,2021-08-18 14:00:00+00:00,111.0,78.0,19.150147507892964,13.456860410951814,19.16323972694973,13.466060348667378,18.869175417034278,13.259420563321385
522,523,2021/08/19 14:00:00+00,7332.0,45974,68416,55031,4498.0,2444.0,9854,6830.0,11845,3104.0,20861.0,2147.0,17461,20109.0,1418.0,74209,89642,3157.0,2723.0,6630.0,2297.0,15286.0,8391.0,3982.0,0.0,2021-08-19 14:00:00+00:00,86.0,76.85714285714286,14.837051222331485,13.259690295040432,14.847194743402493,13.268755435133789,14.61936113391845,13.065143338950374
523,524,2021/08/20 14:00:00+00,7370.0,46074,68577,55075,4506.0,2448.0,9881,6856.0,11901,3124.0,20935.0,2153.0,17507,20148.0,1433.0,74377,89838,3166.0,2725.0,6670.0,2300.0,15322.0,8441.0,4020.0,0.0,2021-08-20 14:00:00+00:00,100.0,78.71428571428571,17.252385142245913,13.580091733396428,17.264179934188945,13.58937591962587,16.99925713246331,13.380843828553266
524,525,2021/08/21 14:00:00+00,7419.0,46168,68696,55156,4520.0,2462.0,9899,6879.0,11946,3138.0,20995.0,2176.0,17551,20196.0,1435.0,74553,90005,3175.0,2727.0,6697.0,2311.0,15376.0,8466.0,4032.0,0.0,2021-08-21 14:00:00+00:00,94.0,81.85714285714286,16.217242033711162,14.122309552152728,16.22832913813761,14.131964431843238,15.979301704515512,13.91510619557354
525,526,2021/08/22 14:00:00+00,7431.0,46334,68788,55244,4534.0,2467.0,9914,6901.0,11975,3162.0,21053.0,2180.0,17586,20233.0,1435.0,74662,90148,3179.0,2734.0,6714.0,2320.0,15422.0,8495.0,4057.0,0.0,2021-08-22 14:00:00+00:00,166.0,94.71428571428571,28.63895933612822,16.340473356155773,28.65853869075365,16.3516447090961,28.218766839889096,16.100724969747393
526,527,2021/08/23 14:00:00+00,7465.0,46389,68889,55312,4551.0,2469.0,9937,6920.0,12023,3171.0,21122.0,2195.0,17623,20267.0,1436.0,74807,90304,3180.0,2736.0,6741.0,2321.0,15445.0,8519.0,4071.0,0.0,2021-08-23 14:00:00+00:00,55.0,96.28571428571429,9.488811828235253,16.611582265533922,9.49529896380392,16.622938965204785,9.349591422854822,16.36785615325753
527,528,2021/08/24 14:00:00+00,7488.0,46470,68984,55368,4563.0,2472.0,9965,6941.0,12053,3184.0,21151.0,2202.0,17654,20295.0,1438.0,74912,90454,3196.0,2744.0,6779.0,2323.0,15467.0,8556.0,4081.0,0.0,2021-08-24 14:00:00+00:00,81.0,99.0,13.974431965219193,17.079861290823455,13.983985746693048,17.091538134847056,13.769398277295283,16.82926456113868
528,529,2021/08/25 14:00:00+00,7511.0,46586,69110,55471,4577.0,2476.0,9990,6960.0,12100,3199.0,21213.0,2204.0,17710,20332.0,1438.0,75053,90683,3204.0,2748.0,6828.0,2327.0,15531.0,8587.0,4092.0,0.0,2021-08-25 14:00:00+00:00,116.0,99.71428571428571,20.012766765005264,17.203092613268073,20.02644872365918,17.21485370580555,19.719138273657443,16.950687826370558
529,530,2021/08/26 14:00:00+00,7541.0,46709,69273,55549,4592.0,2483.0,10019,6990.0,12157,3211.0,21276.0,2213.0,17766,20373.0,1446.0,75205,90863,3220.0,2754.0,6855.0,2334.0,15610.0,8620.0,4115.0,0.0,2021-08-26 14:00:00+00:00,123.0,105.0,21.220433724962476,18.115004399358213,21.234941319052403,18.127388930898395,20.909086272929873,17.849219989086475
530,531,2021/08/27 14:00:00+00,7572.0,46828,69433,55676,4609.0,2493.0,10046,7022.0,12223,3224.0,21335.0,2217.0,17816,20443.0,1447.0,75362,91085,3226.0,2762.0,6914.0,2341.0,15670.0,8659.0,4144.0,0.0,2021-08-27 14:00:00+00:00,119.0,107.71428571428571,20.53033831927264,18.583283424647743,20.544374121684847,18.595988100540666,20.22911598763134,18.310628396967623
531,532,2021/08/28 14:00:00+00,7626.0,46963,69578,55776,4619.0,2503.0,10078,7050.0,12281,3243.0,21404.0,2230.0,17856,20525.0,1450.0,75552,91302,3232.0,2771.0,6954.0,2343.0,15721.0,8701.0,4157.0,0.0,2021-08-28 14:00:00+00:00,135.0,113.57142857142857,23.290719942031984,19.593780268693575,23.306642911155077,19.607175782400304,22.94899712882547,19.30629917186905
532,533,2021/08/29 14:00:00+00,7634.0,47037,69671,55873,4643.0,2510.0,10098,7069.0,12332,3257.0,21442.0,2237.0,17904,20559.0,1453.0,75744,91478,3236.0,2772.0,6988.0,2346.0,15773.0,8751.0,4175.0,0.0,2021-08-29 14:00:00+00:00,74.0,100.42857142857143,12.766765005261979,17.326323935712686,12.77549315129982,17.33816927676404,12.57945027802285,17.07211109160244
533,534,2021/08/30 14:00:00+00,7674.0,47117,69780,55957,4663.0,2513.0,10128,7091.0,12381,3270.0,21478.0,2244.0,17931,20605.0,1453.0,75859,91607,3244.0,2778.0,7007.0,2357.0,15817.0,8793.0,4177.0,0.0,2021-08-30 14:00:00+00:00,80.0,104.0,13.801908113796733,17.94248054793575,13.811343947351158,17.954747131556505,13.59940570597065,17.679227417761844
534,535,2021/08/31 14:00:00+00,7698.0,47195,69894,56032,4684.0,2522.0,10163,7124.0,12445,3290.0,21525.0,2255.0,17970,20637.0,1458.0,76018,91768,3256.0,2792.0,7052.0,2356.0,15844.0,8826.0,4198.0,0.0,2021-08-31 14:00:00+00:00,78.0,103.57142857142857,13.456860410951814,17.868541754468986,13.466060348667378,17.88075778898141,13.259420563321383,17.606373458622716
535,536,2021/09/01 14:00:00+00,7719.0,47353,70019,56156,4702.0,2529.0,10194,7151.0,12514,3306.0,21571.0,2267.0,18014,20713.0,1465.0,76159,92003,3263.0,2795.0,7107.0,2361.0,15932.0,8860.0,4223.0,0.0,2021-09-01 14:00:00+00:00,158.0,109.57142857142857,27.258768524748547,18.90368486300374,27.277404296018535,18.916608585032748,26.85882626929203,18.626328886570516
536,537,2021/09/02 14:00:00+00,7764.0,47503,70199,56222,4722.0,2539.0,10227,7181.0,12542,3335.0,21621.0,2272.0,18070,20742.0,1468.0,76337,92175,3268.0,2803.0,7142.0,2369.0,15992.0,8904.0,4251.0,0.0,2021-09-02 14:00:00+00:00,150.0,113.42857142857143,25.87857771336887,19.569134004204653,25.896269901283418,19.582512668208604,25.498885698694966,19.28201451882267
537,538,2021/09/03 14:00:00+00,7783.0,47622,70340,56320,4732.0,2552.0,10264,7205.0,12609,3369.0,21712.0,2286.0,18131,20813.0,1470.0,76486,92378,3278.0,2816.0,7198.0,2375.0,16029.0,8986.0,4281.0,0.0,2021-09-03 14:00:00+00:00,119.0,113.42857142857143,20.53033831927264,19.569134004204653,20.544374121684847,19.582512668208604,20.22911598763134,19.28201451882267
538,539,2021/09/04 14:00:00+00,7821.0,47766,70435,56419,4742.0,2559.0,10290,7228.0,12664,3379.0,21762.0,2307.0,18177,20839.0,1475.0,76611,92569,3293.0,2820.0,7240.0,2380.0,16118.0,9036.0,4299.0,0.0,2021-09-04 14:00:00+00:00,144.0,114.71428571428571,24.84343460483412,19.79095038460496,24.86041910523208,19.804480695933893,24.47893027074717,19.500576396240056
539,540,2021/09/05 14:00:00+00,7830.0,47853,70501,56488,4747.0,2565.0,10315,7235.0,12695,3392.0,21800.0,2314.0,18210,20856.0,1476.0,76705,92712,3307.0,2825.0,7269.0,2386.0,16167.0,9076.0,4310.0,0.0,2021-09-05 14:00:00+00:00,87.0,116.57142857142857,15.009575073753945,20.111351822960952,15.019836542744383,20.12510118042597,14.78935370524308,19.816276885842946
540,541,2021/09/06 14:00:00+00,7886.0,47942,70584,56575,4755.0,2580.0,10334,7269.0,12729,3410.0,21844.0,2333.0,18260,20909.0,1477.0,76831,92852,3310.0,2830.0,7323.0,2390.0,16199.0,9122.0,4317.0,0.0,2021-09-06 14:00:00+00:00,89.0,117.85714285714286,15.354622776598864,20.333168203361257,15.36512014142816,20.347069208151257,15.129338847892347,20.034838763260332
