,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100k1,AA100k7D-County_2019,AADaily100k2,AA100k7D-2019Census,AADaily100k3,AA100k7D-2020Census
209,210,2020/10/10 10:00:00+00,513,10732,18887,16390,1057,680,2069,1163,2922,633,4314,79,3246,5391,320,23505,30621,699,341,1363,583,1972,2190,1125,0,2020-10-10 10:00:00+00:00,77.0,58.42857142857143,13.284336559529354,10.0803221759694,13.293418549325489,10.087213704404684,13.089427991996748,9.932423095967849
210,211,2020/10/11 10:00:00+00,524,10787,18974,16448,1066,683,2079,1168,2935,639,4340,81,3262,5422,322,23601,30692,704,342,1370,587,1986,2216,1129,0,2020-10-11 10:00:00+00:00,55.0,58.714285714285715,9.488811828235253,10.129614704947244,9.49529896380392,10.13653993278808,9.349591422854822,9.980992402060602
211,212,2020/10/12 10:00:00+00,525,10875,19043,16508,1073,683,2086,1172,2942,642,4359,82,3272,5459,322,23696,30762,704,343,1371,589,1993,2230,1130,0,2020-10-12 10:00:00+00:00,88.0,63.714285714285715,15.182098925176405,10.99223396205954,15.192478342086272,10.999748929497528,14.959346276567715,10.830955258683767
212,213,2020/10/13 10:00:00+00,528,10915,19102,16543,1074,684,2092,1179,2947,642,4379,82,3288,5473,325,23817,30878,705,345,1373,589,2008,2242,1133,0,2020-10-13 10:00:00+00:00,40.0,63.142857142857146,6.9009540568983665,10.89364890410385,6.905671973675579,10.901096472730734,6.799702852985325,10.73381664649826
213,214,2020/10/14 10:00:00+00,536,10986,19176,16584,1078,686,2099,1190,2962,644,4399,87,3317,5487,325,23926,30969,711,358,1375,593,2039,2248,1143,0,2020-10-14 10:00:00+00:00,71.0,65.57142857142857,12.2491934509946,11.312635400415534,12.25756775327415,11.320369413989608,12.06947256404895,11.146655748286657
214,215,2020/10/15 10:00:00+00,538,11053,19275,16647,1082,688,2108,1192,2983,653,4436,88,3335,5508,326,24015,31102,714,363,1382,596,2054,2259,1151,0,2020-10-15 10:00:00+00:00,67.0,68.71428571428571,11.559098045304763,11.854853219171835,11.567000555906594,11.862957926206976,11.389502278750419,11.680918115306934
215,216,2020/10/16 10:00:00+00,543,11151,19403,16681,1098,687,2120,1244,2991,661,4464,94,3353,5534,326,24174,31210,719,368,1385,602,2075,2287,1159,0,2020-10-16 10:00:00+00:00,98.0,70.85714285714286,16.907337439400997,12.224547186505678,16.918896335505167,12.232904639082452,16.659271989814044,12.045187911002573
216,217,2020/10/17 10:00:00+00,551,11222,19494,16773,1113,699,2128,1262,3007,679,4498,96,3374,5566,326,24291,31367,725,377,1392,610,2093,2320,1164,0,2020-10-17 10:00:00+00:00,71.0,70.0,12.2491934509946,12.076669599572142,12.25756775327415,12.084925953932261,12.06947256404895,11.899479992724318
217,218,2020/10/18 10:00:00+00,561,11265,19565,16842,1117,704,2137,1269,3018,687,4519,100,3395,5580,329,24395,31442,734,383,1395,619,2099,2337,1165,0,2020-10-18 10:00:00+00:00,43.0,68.28571428571429,7.418525611165743,11.780914425705067,7.423597371701247,11.788968583631881,7.309680566959225,11.608064156167803
218,219,2020/10/19 10:00:00+00,569,11336,19646,16906,1120,704,2141,1275,3029,695,4534,105,3417,5605,332,24466,31497,736,387,1400,621,2108,2357,1168,0,2020-10-19 10:00:00+00:00,71.0,65.85714285714286,12.2491934509946,11.361927929393383,12.25756775327415,11.369695642373005,12.06947256404895,11.195225054379408
219,220,2020/10/20 10:00:00+00,587,11391,19749,16937,1132,710,2152,1284,3041,711,4546,106,3430,5628,332,24560,31617,740,395,1409,623,2116,2374,1174,0,2020-10-20 10:00:00+00:00,55.0,68.0,9.488811828235253,11.731621896727221,9.49529896380392,11.739642355248483,9.349591422854822,11.559494850075053
220,221,2020/10/21 10:00:00+00,594,11433,19799,17000,1141,713,2159,1291,3050,715,4559,108,3448,5647,334,24664,31695,742,398,1416,627,2137,2385,1181,0,2020-10-21 10:00:00+00:00,42.0,63.857142857142854,7.246001759743285,11.016880226548464,7.2509555723593575,11.024412043689226,7.139687995634591,10.855239911730143
221,222,2020/10/22 10:00:00+00,604,11514,19897,17079,1145,721,2168,1299,3067,735,4581,115,3482,5684,336,24772,31844,743,401,1420,631,2158,2397,1186,0,2020-10-22 10:00:00+00:00,81.0,65.85714285714286,13.974431965219193,11.361927929393383,13.983985746693048,11.369695642373005,13.769398277295283,11.195225054379408
222,223,2020/10/23 10:00:00+00,614,11568,19980,17181,1153,726,2175,1307,3078,742,4610,117,3492,5716,338,24877,31999,758,404,1429,636,2182,2418,1191,0,2020-10-23 10:00:00+00:00,54.0,59.57142857142857,9.316287976812795,10.27749229188078,9.322657164462031,10.284518617938271,9.179598851530187,10.126700320338857
223,224,2020/10/24 10:00:00+00,624,11645,20108,17312,1158,729,2192,1310,3090,761,4643,123,3513,5743,338,24984,32121,762,409,1443,636,2211,2434,1198,0,2020-10-24 10:00:00+00:00,77.0,60.42857142857143,13.284336559529354,10.425369878814319,13.293418549325489,10.432497303088464,13.089427991996748,10.272408238617116
224,225,2020/10/25 10:00:00+00,635,11724,20208,17440,1162,732,2202,1322,3113,769,4678,126,3529,5777,338,25147,32225,767,410,1452,641,2229,2451,1202,0,2020-10-25 10:00:00+00:00,79.0,65.57142857142857,13.629384262374273,11.312635400415536,13.638702148009267,11.320369413989608,13.429413134646015,11.146655748286657
225,226,2020/10/26 10:00:00+00,646,11778,20273,17506,1170,736,2211,1325,3136,775,4700,130,3541,5801,340,25281,32292,768,410,1459,643,2239,2480,1204,0,2020-10-26 10:00:00+00:00,54.0,63.142857142857146,9.316287976812795,10.89364890410385,9.322657164462031,10.901096472730737,9.179598851530187,10.73381664649826
226,227,2020/10/27 10:00:00+00,660,11872,20419,17581,1176,740,2219,1340,3154,779,4721,139,3555,5845,342,25438,32499,773,419,1470,645,2252,2493,1210,0,2020-10-27 10:00:00+00:00,94.0,68.71428571428571,16.217242033711162,11.854853219171835,16.22832913813761,11.862957926206978,15.979301704515512,11.680918115306932
227,228,2020/10/28 10:00:00+00,679,11921,20510,17664,1184,740,2231,1348,3168,782,4748,142,3583,5865,343,25562,32648,777,421,1475,647,2281,2494,1212,0,2020-10-28 10:00:00+00:00,49.0,69.71428571428571,8.453668719700499,12.027377070594296,8.459448167752583,12.035599725548865,8.329635994907022,11.850910686631567
228,229,2020/10/29 10:00:00+00,693,12040,20670,17774,1188,750,2258,1354,3187,797,4786,147,3612,5894,343,25692,32800,784,427,1497,651,2304,2519,1220,0,2020-10-29 10:00:00+00:00,119.0,75.14285714285714,20.53033831927264,12.96393512117336,20.544374121684847,12.972798064833409,20.22911598763134,12.773727502393857
229,230,2020/10/30 10:00:00+00,735,12115,20867,17850,1195,753,2278,1365,3208,808,4826,147,3649,5930,343,25831,32937,798,435,1501,655,2327,2539,1222,0,2020-10-30 10:00:00+00:00,75.0,78.14285714285714,12.939288856684435,13.48150667544074,12.948134950641709,13.490723462859076,12.749442849347483,13.283705216367759
230,231,2020/10/31 10:00:00+00,766,12202,21017,17976,1204,760,2294,1372,3226,821,4857,150,3680,5959,346,25993,33111,802,438,1504,658,2358,2554,1233,0,2020-10-31 10:00:00+00:00,87.0,79.57142857142857,15.009575073753945,13.727969320329963,15.019836542744383,13.73735460477606,14.78935370524308,13.526551746831519
231,232,2020/11/01 10:00:00+00,775,12256,21194,18100,1212,765,2301,1381,3247,829,4909,150,3726,5988,348,26114,33248,804,439,1507,660,2378,2572,1242,0,2020-11-01 10:00:00+00:00,54.0,76.0,9.316287976812795,13.111812708106896,9.322657164462031,13.1207767499836,9.179598851530187,12.919435420672116
232,233,2020/11/02 10:00:00+00,791,12361,21349,18211,1216,767,2311,1390,3263,833,4936,154,3747,6019,348,26277,33360,806,451,1510,663,2393,2590,1249,0,2020-11-02 10:00:00+00:00,105.0,83.28571428571429,18.115004399358213,14.368772197041958,18.12738893089839,14.37859557376022,17.849219989086478,14.1579527260373
233,234,2020/11/03 10:00:00+00,845,12448,21479,18292,1224,767,2330,1398,3273,835,4951,161,3768,6059,349,26398,33488,812,454,1515,662,2404,2601,1253,0,2020-11-03 10:00:00+00:00,87.0,82.28571428571429,15.009575073753945,14.196248345619496,15.019836542744383,14.205953774418331,14.78935370524308,13.987960154712669
234,235,2020/11/04 10:00:00+00,884,12540,21605,18457,1230,767,2354,1407,3299,837,4987,165,3820,6085,349,26551,33651,818,462,1524,663,2445,2612,1254,0,2020-11-04 10:00:00+00:00,92.0,88.42857142857143,15.872194330866243,15.256037718643174,15.883045539453828,15.266467684661368,15.639316561866245,15.032200235706842
235,236,2020/11/05 10:00:00+00,923,12653,21795,18610,1243,772,2364,1427,3324,839,5030,168,3873,6132,353,26777,33821,822,476,1529,668,2479,2628,1258,0,2020-11-05 10:00:00+00:00,113.0,87.57142857142857,19.495195210737883,15.108160131709637,19.50852332563351,15.118488999511177,19.209160559683543,14.886492317428585
236,237,2020/11/06 10:00:00+00,972,12795,22046,18824,1265,774,2396,1439,3377,848,5069,172,3948,6195,354,26996,34070,826,484,1558,668,2514,2647,1268,0,2020-11-06 10:00:00+00:00,142.0,97.14285714285714,24.4983869019892,16.75945985246746,24.5151355065483,16.770917650354978,24.1389451280979,16.513564071535786
237,238,2020/11/07 10:00:00+00,1023,12970,22267,19065,1270,777,2421,1459,3419,858,5116,174,3999,6261,355,27169,34246,835,489,1571,670,2557,2671,1273,0,2020-11-07 10:00:00+00:00,175.0,109.71428571428571,30.19167399893035,18.928331127492662,30.212314884830658,18.941271699224444,29.748699981810795,18.65061353961689
238,239,2020/11/08 10:00:00+00,1051,13067,22427,19196,1274,778,2451,1466,3443,869,5166,181,4076,6302,355,27342,34384,837,492,1591,673,2612,2687,1276,0,2020-11-08 10:00:00+00:00,97.0,115.85714285714286,16.734813587978536,19.988120500516338,16.746254536163278,20.00178560946748,16.489279418489414,19.694853620611067
239,240,2020/11/09 10:00:00+00,1119,13224,22668,19358,1283,781,2474,1473,3484,873,5211,189,4130,6376,355,27546,34589,840,495,1601,674,2632,2714,1282,0,2020-11-09 10:00:00+00:00,157.0,123.28571428571429,27.086244673326085,21.26972625394032,27.104762496676646,21.2842675474358,26.6888336979674,20.957655579022624
240,241,2020/11/10 10:00:00+00,1156,13335,22864,19549,1294,783,2504,1489,3516,874,5257,194,4188,6443,360,27731,34856,848,506,1608,674,2664,2728,1288,0,2020-11-10 10:00:00+00:00,111.0,126.71428571428571,19.150147507892964,21.861236601674467,19.16323972694973,21.876182288036567,18.869175417034278,21.54048725213565
241,242,2020/11/11 10:00:00+00,1245,13495,23104,19768,1300,785,2551,1508,3553,878,5318,209,4272,6517,363,27969,35146,856,510,1630,678,2725,2741,1302,0,2020-11-11 10:00:00+00:00,160.0,136.42857142857142,27.603816227593466,23.53718258692121,27.622687894702317,23.553274053072066,27.1988114119413,23.191843659289237
242,243,2020/11/12 10:00:00+00,1273,13595,23392,20006,1313,786,2592,1526,3592,886,5373,211,4329,6581,366,28146,35336,870,517,1651,685,2787,2776,1311,0,2020-11-12 10:00:00+00:00,100.0,134.57142857142858,17.252385142245913,23.216781148565218,17.264179934188945,23.23265356857998,16.99925713246331,22.87614316968634
243,244,2020/11/13 10:00:00+00,1399,13751,23682,20197,1341,798,2615,1539,3616,898,5441,240,4408,6656,369,28385,35666,885,529,1670,689,2875,2800,1320,0,2020-11-13 10:00:00+00:00,156.0,136.57142857142858,26.913720821903627,23.561828851410134,26.932120697334756,23.577937167263762,26.518841126642766,23.216128312335606
244,245,2020/11/14 10:00:00+00,1520,13948,24013,20470,1350,804,2682,1570,3670,905,5495,274,4532,6731,370,28727,36052,902,532,1702,697,2955,2849,1340,0,2020-11-14 10:00:00+00:00,197.0,139.71428571428572,33.98719873022445,24.104046670166433,34.01043447035222,24.120525679481123,33.48853655095272,23.750390679355885
245,246,2020/11/15 10:00:00+00,1606,14129,24285,20737,1365,810,2703,1596,3717,910,5565,305,4616,6791,372,28989,36269,908,540,1731,708,3038,2884,1356,0,2020-11-15 10:00:00+00:00,181.0,151.71428571428572,31.226817107465106,26.174332887235945,31.248165680881993,26.1922272715838,30.768655409758594,25.790301535251484
246,247,2020/11/16 10:00:00+00,1664,14307,24594,21010,1373,819,2737,1640,3738,911,5616,312,4749,6843,374,29205,36486,927,541,1749,715,3070,2914,1362,0,2020-11-16 10:00:00+00:00,178.0,154.71428571428572,30.70924555319773,26.69190444150332,30.73024028285632,26.71015266960947,30.258677695784694,26.300279249225383
247,248,2020/11/17 10:00:00+00,1771,14480,24897,21186,1388,823,2780,1669,3790,918,5703,328,4828,6945,376,29571,36905,937,575,1771,719,3112,2956,1377,0,2020-11-17 10:00:00+00:00,173.0,163.57142857142858,29.846626296085432,28.21997283981653,29.86703128614688,28.239265749494773,29.40871483916153,27.805927738100703
248,249,2020/11/18 10:00:00+00,1889,14660,25253,21409,1402,825,2845,1694,3831,919,5778,366,4959,7005,377,29833,37184,946,584,1786,723,3187,2992,1376,0,2020-11-18 10:00:00+00:00,180.0,166.42857142857142,31.054293256042648,28.712898129594986,31.0755238815401,28.732528033328744,30.59866283843396,28.291620799028227
249,250,2020/11/19 10:00:00+00,1990,14931,25753,21783,1430,839,2880,1744,3880,929,5859,408,5102,7106,387,30298,37581,963,609,1815,726,3295,3033,1392,0,2020-11-19 10:00:00+00:00,271.0,190.85714285714286,46.75396373548643,32.92740935720077,46.78592762165204,32.94992056010919,46.06798682897557,32.44429646995855
250,251,2020/11/20 10:00:00+00,2115,15103,26088,22010,1439,844,2930,1795,3938,932,5943,447,5184,7201,391,30580,38053,990,636,1851,733,3409,3071,1403,0,2020-11-20 10:00:00+00:00,172.0,193.14285714285714,29.67410244466297,33.32174958902353,29.694389486804987,33.34453038717636,29.2387222678369,32.832850918700565
251,252,2020/11/21 10:00:00+00,2282,15294,26583,22466,1456,860,2978,1820,3990,950,6036,470,5344,7340,399,30882,38428,1001,727,1889,742,3509,3112,1413,0,2020-11-21 10:00:00+00:00,191.0,192.28571428571428,32.9520556216897,33.17387200209,32.97458367430089,33.19655170202618,32.468581123004924,32.6871430004223
252,253,2020/11/22 10:00:00+00,2421,15471,26967,22699,1468,869,3020,1857,4025,961,6139,496,5461,7398,404,31176,38699,1010,742,1935,749,3601,3148,1423,0,2020-11-22 10:00:00+00:00,177.0,191.71428571428572,30.53672170177527,33.07528694413431,30.557598483514436,33.09789924525938,30.088685124460063,32.59000438823681
253,254,2020/11/23 10:00:00+00,2493,15587,27223,22932,1480,878,3052,1890,4065,968,6198,504,5537,7488,410,31389,38985,1027,743,1949,761,3651,3172,1415,0,2020-11-23 10:00:00+00:00,116.0,182.85714285714286,20.012766765005264,31.5472185458211,20.02644872365918,31.56878616537407,19.719138273657443,31.084355899361487
254,255,2020/11/24 10:00:00+00,2593,15715,27402,23087,1495,890,3092,1923,4104,970,6267,545,5600,7542,413,31622,39297,1033,761,1983,781,3710,3214,1425,0,2020-11-24 10:00:00+00:00,128.0,176.42857142857142,22.083052982074772,30.43813664381958,22.098150315761853,30.45894602674764,21.759049129553038,29.99154651227456
255,256,2020/11/25 10:00:00+00,2734,15939,27780,23361,1521,902,3135,1944,4158,970,6385,612,5714,7638,416,32005,39790,1045,777,2012,786,3847,3261,1429,0,2020-11-25 10:00:00+00:00,224.0,182.71428571428572,38.64534271863085,31.522572281332177,38.67176305258324,31.54412305118237,38.07833597671782,31.060071246315108
256,257,2020/11/26 10:00:00+00,2830,16114,28146,23682,1528,919,3174,1979,4184,988,6485,657,5805,7803,425,32259,40095,1049,810,2028,793,3982,3305,1440,0,2020-11-26 10:00:00+00:00,175.0,169.0,30.19167399893035,29.156530890395597,30.212314884830658,29.17646408877932,29.748699981810795,28.728744553863
257,258,2020/11/27 10:00:00+00,2962,16297,28504,23955,1537,938,3222,2023,4254,996,6575,682,5875,7917,428,32601,40479,1061,823,2063,801,4074,3348,1443,0,2020-11-27 10:00:00+00:00,183.0,170.57142857142858,31.571864810310025,29.427639799773747,31.59344927956577,29.447758344888,31.10864055240786,28.995875737373137
258,259,2020/11/28 10:00:00+00,3028,16404,28752,24120,1555,945,3254,2045,4276,998,6660,701,5940,7961,435,32790,40797,1074,886,2075,805,4116,3377,1454,0,2020-11-28 10:00:00+00:00,107.0,158.57142857142858,18.460052102203132,27.35735358270424,18.472672529582173,27.37605675278533,18.189205131735743,26.955964881477534
259,260,2020/11/29 10:00:00+00,3093,16585,29008,24309,1583,952,3291,2078,4317,1004,6773,728,6026,8066,438,33103,41067,1083,910,2118,811,4240,3402,1462,0,2020-11-29 10:00:00+00:00,181.0,159.14285714285714,31.226817107465106,27.45593864065993,31.248165680881993,27.47470920955212,30.768655409758594,27.05310349366304
260,261,2020/11/30 10:00:00+00,3168,16742,29315,24521,1598,972,3327,2109,4391,1011,6871,755,6099,8155,448,33400,41297,1097,918,2153,819,4281,3440,1483,0,2020-11-30 10:00:00+00:00,157.0,165.0,27.086244673326085,28.46643548470576,27.104762496676646,28.48589689141176,26.6888336979674,28.048774268564465
261,262,2020/12/01 10:00:00+00,3366,16919,29645,24762,1611,983,3366,2156,4434,1021,6949,788,6160,8252,466,33905,41857,1108,1061,2174,824,4375,3462,1491,0,2020-12-01 10:00:00+00:00,177.0,172.0,30.53672170177527,29.674102444662974,30.557598483514436,29.69438948680499,30.088685124460063,29.238722267836895
262,263,2020/12/02 10:00:00+00,3466,17166,29897,25006,1635,990,3415,2199,4502,1030,7123,817,6234,8343,467,34159,42190,1111,1102,2210,830,4469,3490,1504,0,2020-12-02 10:00:00+00:00,247.0,175.28571428571428,42.61339130134741,30.2409665279082,42.642524437446696,30.26164111321405,41.98816511718438,29.79726928790355
263,264,2020/12/03 10:00:00+00,3597,17318,30187,25270,1660,1003,3442,2242,4522,1034,7249,874,6294,8410,472,34425,42458,1135,1117,2240,836,4570,3530,1514,0,2020-12-03 10:00:00+00:00,152.0,172.0,26.22362541621379,29.674102444662974,26.2415534999672,29.694389486804987,25.838870841344235,29.2387222678369
264,265,2020/12/04 10:00:00+00,3900,17627,30671,25686,1687,1030,3517,2288,4593,1045,7425,915,6405,8561,486,35056,43000,1159,1127,2295,848,4764,3570,1536,0,2020-12-04 10:00:00+00:00,309.0,190.0,53.30987008953988,32.77953177026724,53.34631599664384,32.801941874959,52.527704539311635,32.29858855168029
265,266,2020/12/05 10:00:00+00,3933,17958,31077,25952,1705,1039,3594,2347,4666,1061,7577,943,6519,8719,500,35538,43635,1191,1151,2335,872,4890,3619,1563,0,2020-12-05 10:00:00+00:00,331.0,222.0,57.105394820833986,38.300295015785935,57.14443558216541,38.32647945389946,56.26754110845356,37.738350834068555
266,267,2020/12/06 10:00:00+00,4071,18193,31416,26194,1724,1047,3681,2391,4717,1085,7719,976,6574,8813,507,35998,44057,1205,1171,2395,880,4991,3640,1582,0,2020-12-06 10:00:00+00:00,235.0,229.71428571428572,40.543105084277904,39.63119329818776,40.570822845344026,39.65828762025118,39.94825426128878,39.04972209857287
267,268,2020/12/07 10:00:00+00,4101,18429,31708,26419,1746,1065,3728,2435,4752,1085,7852,999,6634,8912,510,36449,44402,1222,1183,2419,892,5111,3681,1595,0,2020-12-07 10:00:00+00:00,236.0,241.0,40.715628935700366,41.578248192812666,40.743464644685915,41.60667364139537,40.118246832613416,40.96820968923658
268,269,2020/12/08 10:00:00+00,4204,18646,32014,26593,1766,1086,3796,2514,4804,1091,7952,1024,6704,9004,513,36851,44894,1236,1351,2486,904,5190,3725,1613,0,2020-12-08 10:00:00+00:00,217.0,246.71428571428572,37.437675758673635,42.56409877236957,37.46327045719001,42.5931982090633,36.88838797744538,41.939595811091635
269,270,2020/12/09 10:00:00+00,4321,18914,32387,26897,1801,1090,3843,2598,4886,1098,8074,1058,6769,9124,515,37194,45345,1250,1372,2539,910,5288,3747,1633,0,2020-12-09 10:00:00+00:00,268.0,249.71428571428572,46.23639218121905,43.08167032663694,46.268002223626375,43.11112360708897,45.558009115001674,42.44957352506553
270,271,2020/12/10 10:00:00+00,4378,19255,32853,27197,1812,1104,3882,2644,4945,1129,8226,1095,6904,9280,523,37738,45871,1277,1380,2572,922,5425,3796,1647,0,2020-12-10 10:00:00+00:00,341.0,276.7142857142857,58.83063333505858,47.73981431504335,58.870853575584306,47.772452189319985,57.967466821699894,47.03937295083062
271,272,2020/12/11 10:00:00+00,4441,19547,33125,27464,1822,1130,3934,2674,4994,1135,8363,1116,6978,9388,533,38190,46335,1315,1391,2608,931,5572,3824,1661,0,2020-12-11 10:00:00+00:00,292.0,274.2857142857143,50.37696461535808,47.320827818731665,50.411405407831715,47.35317924806111,49.637830826792865,46.626533849042225
272,273,2020/12/12 10:00:00+00,4590,19866,33539,27796,1849,1148,4056,2785,5070,1152,8550,1146,7096,9536,550,38812,46877,1337,1411,2665,947,5679,3868,1684,0,2020-12-12 10:00:00+00:00,319.0,272.57142857142856,55.03510860376447,47.02507264486458,55.07273399006274,47.05722187776073,54.227630252557965,46.335118012485715
273,274,2020/12/13 10:00:00+00,4612,20171,33850,28046,1867,1156,4140,2820,5142,1164,8687,1153,7192,9633,562,39316,47288,1346,1426,2686,959,5804,3921,1706,0,2020-12-13 10:00:00+00:00,305.0,282.57142857142856,52.61977468385004,48.75031115908917,52.65574879927628,48.783639871179616,51.8477342540131,48.035043725732045
274,275,2020/12/14 10:00:00+00,4629,20389,34109,28270,1893,1171,4197,2868,5183,1175,8820,1161,7256,9711,575,39721,47682,1365,1429,2730,966,5974,3960,1727,0,2020-12-14 10:00:00+00:00,218.0,280.0,37.610199610096096,48.30667839828857,37.6359122565319,48.339703815729045,37.05838054877002,47.59791997089727
275,276,2020/12/15 10:00:00+00,4737,20548,34407,28407,1916,1182,4260,2923,5234,1177,8966,1169,7357,9783,583,40062,48232,1368,1488,2765,972,6088,3990,1748,0,2020-12-15 10:00:00+00:00,159.0,271.7142857142857,27.431292376171005,46.87719505793104,27.450046095360424,46.90924319261054,27.028818840616662,46.18941009420745
276,277,2020/12/16 10:00:00+00,4848,20730,34702,28586,1924,1187,4310,2948,5289,1182,9081,1227,7442,9855,589,40500,48718,1378,1504,2789,975,6213,4018,1772,0,2020-12-16 10:00:00+00:00,182.0,259.42857142857144,31.399340958887567,44.757616311883694,31.42080748022388,44.78821537212446,30.93864798108323,44.1009299322191
277,278,2020/12/17 10:00:00+00,4919,20941,35002,28853,1939,1190,4410,2984,5322,1194,9241,1244,7514,9912,594,40747,49068,1386,1520,2827,986,6350,4054,1787,0,2020-12-17 10:00:00+00:00,211.0,240.85714285714286,36.40253265013888,41.55360192832374,36.42741966113868,41.58201052720366,35.868432549497584,40.9439250361902
278,279,2020/12/18 10:00:00+00,4983,21223,35283,29020,1968,1195,4468,3024,5383,1212,9380,1258,7590,10027,613,41172,49565,1406,1549,2867,999,6457,4095,1816,0,2020-12-18 10:00:00+00:00,282.0,239.42857142857142,48.651726101133484,41.3071392834345,48.684987414412824,41.33537938528668,47.937905113546535,40.70107850572644
279,280,2020/12/19 10:00:00+00,5006,21455,35531,29156,1975,1205,4540,3091,5445,1224,9516,1291,7651,10116,621,41486,49982,1438,1575,2883,1009,6582,4134,1842,0,2020-12-19 10:00:00+00:00,232.0,227.0,40.02553353001053,39.16291427289823,40.05289744731836,39.189688450608905,39.438276547314885,38.58831369069172
280,281,2020/12/20 10:00:00+00,5050,21674,35819,29331,1994,1215,4594,3146,5492,1257,9613,1306,7750,10196,630,41780,50319,1449,1577,2923,1018,6628,4184,1863,0,2020-12-20 10:00:00+00:00,219.0,214.71428571428572,37.78272346151855,37.04333552685087,37.80855405587379,37.068660630122835,37.22837312009465,36.49983352870336
281,282,2020/12/21 10:00:00+00,5071,21924,36058,29578,2015,1218,4641,3193,5535,1266,9763,1312,7826,10284,646,42171,50643,1462,1579,2946,1030,6799,4233,1880,0,2020-12-21 10:00:00+00:00,250.0,219.28571428571428,43.13096285561479,37.8320159904964,43.16044983547236,37.857880284257185,42.498142831158276,37.276942426187404
282,283,2020/12/22 10:00:00+00,5123,22120,36334,29865,2032,1231,4705,3256,5592,1281,9876,1325,7911,10370,661,42551,51006,1478,1617,2958,1046,6885,4271,1903,0,2020-12-22 10:00:00+00:00,196.0,224.57142857142858,33.814674878801995,38.74392777658654,33.837792671010334,38.77041550935003,33.31854397962809,38.17547458890333
283,284,2020/12/23 10:00:00+00,5172,22366,36582,30080,2055,1232,4763,3270,5664,1290,10065,1339,7979,10463,664,42975,51462,1495,1630,2982,1055,7024,4319,1936,0,2020-12-23 10:00:00+00:00,246.0,233.71428571428572,42.44086744992495,40.3212887038776,42.46988263810481,40.34885481761874,41.818172545859746,39.729692383871395
284,285,2020/12/24 10:00:00+00,5204,22710,36897,30290,2074,1241,4822,3316,5717,1295,10288,1358,8060,10604,674,43454,51912,1507,1642,3046,1065,7214,4362,1976,0,2020-12-24 10:00:00+00:00,344.0,252.71428571428572,59.34820488932594,43.59924188090432,59.38877897360997,43.62904900511463,58.4774445356738,42.95955123903942
285,286,2020/12/25 10:00:00+00,5248,22981,37098,30440,2105,1260,4865,3361,5768,1301,10473,1392,8112,10719,681,43918,52363,1531,1655,3064,1071,7342,4408,2004,0,2020-12-25 10:00:00+00:00,271.0,251.14285714285714,46.75396373548643,43.328132971526166,46.78592762165204,43.35775474900595,46.06798682897557,42.69242005552929
286,287,2020/12/26 10:00:00+00,5261,23253,37356,30612,2124,1263,4906,3425,5809,1308,10575,1404,8194,10769,688,44287,52767,1543,1684,3106,1094,7537,4447,2028,0,2020-12-26 10:00:00+00:00,272.0,256.85714285714283,46.92648758690889,44.31398355108308,46.95856942099393,44.344279316673884,46.23797940030021,43.66380617738433
287,288,2020/12/27 10:00:00+00,5269,23408,37549,30777,2153,1275,4944,3447,5853,1319,10670,1414,8253,10822,695,44640,53043,1560,1690,3129,1104,7642,4480,2062,0,2020-12-27 10:00:00+00:00,155.0,247.71428571428572,26.74119697048117,42.73662262379202,26.759478897992867,42.765840008405185,26.34884855531813,42.109588382416256
288,289,2020/12/28 10:00:00+00,5276,23634,37799,30989,2164,1281,4970,3470,5892,1323,10788,1421,8323,10898,713,45050,53338,1576,1697,3144,1121,7730,4515,2071,0,2020-12-28 10:00:00+00:00,226.0,244.28571428571428,38.990390421475766,42.14511227605788,39.01704665126702,42.17392526780442,38.418321119367086,41.526756709303235
289,290,2020/12/29 10:00:00+00,5324,23789,37971,31123,2186,1288,5053,3506,5922,1334,10891,1424,8371,10986,718,45341,53692,1591,1771,3174,1133,7827,4559,2087,0,2020-12-29 10:00:00+00:00,155.0,238.42857142857142,26.74119697048117,41.13461543201204,26.759478897992867,41.16273758594478,26.34884855531813,40.53108593440181
290,291,2020/12/30 10:00:00+00,5374,24045,38280,31312,2205,1295,5101,3535,5987,1337,11100,1439,8475,11088,722,45791,54127,1614,1781,3202,1135,8005,4617,2122,0,2020-12-30 10:00:00+00:00,256.0,239.85714285714286,44.166105964149544,41.38107807690127,44.196300631523705,41.409368727861775,43.518098259106075,40.773932464865574
291,292,2020/12/31 10:00:00+00,5404,24408,38657,31537,2231,1319,5168,3568,6036,1372,11301,1456,8551,11222,737,46200,54581,1664,1792,3255,1164,8206,4675,2158,0,2020-12-31 10:00:00+00:00,363.0,242.57142857142858,62.62615806635267,41.84935710219081,62.668973161105875,41.87796789750404,61.707303390841815,41.23534087274671
